function_address	function	parameter_ordinal	parameter_name	parameter_type	storage	frame_offset	qualifies	selected	score	direct_reads	scalar_operations	signed_comparisons	unsigned_bounds	pointer_dereferences	slot_reused	evidence
0041AE10	FUN_0041ae10	0	param_1	pointer:/undefined4	Stack[0x4]:4	0x8	0	0	100	1	0	0	0	2	0	0041AE13 incoming load: MOV ECX,dword ptr [EBP + 0x8] | 0041AE18 pointer-like dereference: MOV dword ptr [ECX],EAX | 0041AE1A pointer-like dereference: MOV word ptr [ECX + 0x4],AX
0041AE40	FUN_0041ae40	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
0041AE40	FUN_0041ae40	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x8	0	0	100	1	0	0	0	2	0	0041AE43 incoming load: MOV EDX,dword ptr [EBP + 0x8] | 0041AE59 pointer-like dereference: MOV dword ptr [EDX],EAX | 0041AE5B pointer-like dereference: MOV byte ptr [EDX + 0x8],0x0
0041AEA0	FUN_0041aea0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
0041AEA0	FUN_0041aea0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	100	1	0	0	0	1	0	0041AEA3 incoming load: MOV EAX,dword ptr [EBP + 0x8] | 0041AEA6 pointer-like dereference: MOV byte ptr [EAX],0x0
0041C3F0	TLOEmbryoTy::sub_0041C3F0	1	param_1	pointer:/undefined	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
0041C3F0	TLOEmbryoTy::sub_0041C3F0	1	param_1	pointer:/undefined	Stack[0x4]:4	0x8	0	0	100	1	0	0	0	0	0	0041C3F3 incoming load: MOV EAX,dword ptr [EBP + 0x8]
0041C6E0	FUN_0041c6e0	1	param_1	pointer:/undefined	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
0041C6E0	FUN_0041c6e0	1	param_1	pointer:/undefined	Stack[0x4]:4	0x8	0	0	100	1	0	0	0	0	0	0041C6EB incoming load: MOV EAX,dword ptr [EBP + 0x8]
0041DBE0	FUN_0041dbe0	1	param_2	pointer:/undefined2	Stack[0x8]:4	0x8	0	0	0	0	0	0	0	0	0	-
0041DBE0	FUN_0041dbe0	1	param_2	pointer:/undefined2	Stack[0x8]:4	0xc	0	0	100	1	0	0	0	1	0	0041DBE3 incoming load: MOV EAX,dword ptr [EBP + 0xc] | 0041DBEC pointer-like dereference: MOV word ptr [EAX],0x0
0041DBE0	FUN_0041dbe0	2	param_3	pointer:/undefined2	Stack[0xc]:4	0xc	0	0	100	1	0	0	0	1	0	0041DBE3 incoming load: MOV EAX,dword ptr [EBP + 0xc] | 0041DBEC pointer-like dereference: MOV word ptr [EAX],0x0
0041DBE0	FUN_0041dbe0	2	param_3	pointer:/undefined2	Stack[0xc]:4	0x10	0	0	100	1	0	0	0	1	0	0041DBE6 incoming load: MOV ECX,dword ptr [EBP + 0x10] | 0041DBF4 pointer-like dereference: MOV word ptr [ECX],0x0
0041DBE0	FUN_0041dbe0	3	param_4	pointer:/undefined2	Stack[0x10]:4	0x10	0	0	100	1	0	0	0	1	0	0041DBE6 incoming load: MOV ECX,dword ptr [EBP + 0x10] | 0041DBF4 pointer-like dereference: MOV word ptr [ECX],0x0
0041DBE0	FUN_0041dbe0	3	param_4	pointer:/undefined2	Stack[0x10]:4	0x14	0	0	100	1	0	0	0	1	0	0041DBE9 incoming load: MOV EDX,dword ptr [EBP + 0x14] | 0041DBF9 pointer-like dereference: MOV word ptr [EDX],0x0
0041DBE0	FUN_0041dbe0	4	param_5	pointer:/undefined4	Stack[0x14]:4	0x14	0	0	100	1	0	0	0	1	0	0041DBE9 incoming load: MOV EDX,dword ptr [EBP + 0x14] | 0041DBF9 pointer-like dereference: MOV word ptr [EDX],0x0
0041DBE0	FUN_0041dbe0	4	param_5	pointer:/undefined4	Stack[0x14]:4	0x18	0	0	100	1	0	0	0	1	0	0041DBF1 incoming load: MOV EAX,dword ptr [EBP + 0x18] | 0041DBFE pointer-like dereference: MOV dword ptr [EAX],0x0
0041DC40	FUN_0041dc40	0	param_1	pointer:/undefined4	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
0041DC40	FUN_0041dc40	0	param_1	pointer:/undefined4	Stack[0x4]:4	0x8	0	0	100	1	0	0	0	2	0	0041DCAB incoming load: MOV EAX,dword ptr [EBP + 0x8] | 0041DCB3 pointer-like dereference: MOV dword ptr [EDX],ESI | 0041DCB7 pointer-like dereference: MOV word ptr [EDX + 0x4],CX
00422210	STAllPlayersC::RestoreGObjData	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
00422210	STAllPlayersC::RestoreGObjData	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x8	0	0	3120	31	32	0	0	0	0	00422216 incoming load: MOV EAX,dword ptr [EBP + 0x8] | 00422228 scalar operation: LEA EAX,[EBP + -0x4c] | 00422350 incoming load: MOV EDX,dword ptr [EBP + 0x8] | 00422367 scalar operation: ADD ESI,EDX | 00422399 incoming load: MOV EDX,dword ptr [EBP + 0x8] | 004223B0 scalar operation: ADD ESI,EDX | 004223E7 incoming load: MOV EDX,dword ptr [EBP + 0x8] | 004223FE scalar operation: ADD ESI,EDX | 00422435 incoming load: MOV EDX,dword ptr [EBP + 0x8] | 0042244C scalar operation: ADD ESI,EDX | 00422483 incoming load: MOV EDX,dword ptr [EBP + 0x8] | 0042249A scalar operation: ADD ESI,EDX | 004224D1 incoming load: MOV ESI,dword ptr [EBP + 0x8] | 004224E8 scalar operation: ADD ESI,EDX | 00422507 scalar operation: LEA ESI,[EAX + 0x135] | 00422522 incoming load: MOV ECX,dword ptr [EBP + 0x8]
0042B7D0	STAllPlayersC::AddObjsToGroup	4	param_4	pointer:/undefined2	Stack[0x10]:4	0x10	0	0	500	5	0	0	0	1	0	0042B7D9 incoming load: MOV EAX,dword ptr [EBP + 0x10] | 0042B7DF pointer-like dereference: MOV EDI,dword ptr [EAX + 0xc] | 0042B809 incoming load: MOV ECX,dword ptr [EBP + 0x10] | 0042B85A incoming load: MOV EDX,dword ptr [EBP + 0x10] | 0042B8E9 incoming load: MOV EDX,dword ptr [EBP + 0x10] | 0042B98E incoming load: MOV EDX,dword ptr [EBP + 0x10]
0042B7D0	STAllPlayersC::AddObjsToGroup	4	param_4	pointer:/undefined2	Stack[0x10]:4	0x14	0	0	101	1	1	0	0	1	0	0042B9AE incoming load: MOV EAX,dword ptr [EBP + 0x14] | 0042B9B5 pointer-like dereference: MOV word ptr [EAX],BX | 0042B9C4 scalar operation: LEA EAX,[EBP + -0x8]
0042D980	STAllPlayersC::GetActiveCenter	1	param_1	pointer:/undefined2	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
0042D980	STAllPlayersC::GetActiveCenter	1	param_1	pointer:/undefined2	Stack[0x4]:4	0x8	0	0	1400	14	0	0	0	14	0	0042D9D8 incoming load: MOV EAX,dword ptr [EBP + 0x8] | 0042D9DF pointer-like dereference: MOV word ptr [EAX],0xffff | 0042DA54 incoming load: MOV EAX,dword ptr [EBP + 0x8] | 0042DA64 pointer-like dereference: MOV CX,word ptr [EAX + 0x7f4fdb] | 0042DA6B pointer-like dereference: MOV DL,byte ptr [EAX + 0x7f4fd7] | 0042DA93 incoming load: MOV EAX,dword ptr [EBP + 0x8] | 0042DA9E pointer-like dereference: MOV word ptr [EAX],DX | 0042DB70 incoming load: MOV EAX,dword ptr [EBP + 0x8] | 0042DB7D incoming load: MOV EDX,dword ptr [EBP + 0x8] | 0042DB80 pointer-like dereference: MOV word ptr [EDX],AX | 0042DBB2 incoming load: MOV EAX,dword ptr [EBP + 0x8] | 0042DBB9 pointer-like dereference: MOV word ptr [EAX],0xffff | 0042DC04 incoming load: MOV EAX,dword ptr [EBP + 0x8] | 0042DC14 pointer-like dereference: MOV CX,word ptr [EAX + 0x7f4fdb] | 0042DC1B pointer-like dereference: MOV DL,byte ptr [EAX + 0x7f4fd7] | 0042DC43 incoming load: MOV EAX,dword ptr [EBP + 0x8]
0042D980	STAllPlayersC::GetActiveCenter	2	param_2	pointer:/undefined2	Stack[0x8]:4	0x8	0	0	1400	14	0	0	0	14	0	0042D9D8 incoming load: MOV EAX,dword ptr [EBP + 0x8] | 0042D9DF pointer-like dereference: MOV word ptr [EAX],0xffff | 0042DA54 incoming load: MOV EAX,dword ptr [EBP + 0x8] | 0042DA64 pointer-like dereference: MOV CX,word ptr [EAX + 0x7f4fdb] | 0042DA6B pointer-like dereference: MOV DL,byte ptr [EAX + 0x7f4fd7] | 0042DA93 incoming load: MOV EAX,dword ptr [EBP + 0x8] | 0042DA9E pointer-like dereference: MOV word ptr [EAX],DX | 0042DB70 incoming load: MOV EAX,dword ptr [EBP + 0x8] | 0042DB7D incoming load: MOV EDX,dword ptr [EBP + 0x8] | 0042DB80 pointer-like dereference: MOV word ptr [EDX],AX | 0042DBB2 incoming load: MOV EAX,dword ptr [EBP + 0x8] | 0042DBB9 pointer-like dereference: MOV word ptr [EAX],0xffff | 0042DC04 incoming load: MOV EAX,dword ptr [EBP + 0x8] | 0042DC14 pointer-like dereference: MOV CX,word ptr [EAX + 0x7f4fdb] | 0042DC1B pointer-like dereference: MOV DL,byte ptr [EAX + 0x7f4fd7] | 0042DC43 incoming load: MOV EAX,dword ptr [EBP + 0x8]
0042D980	STAllPlayersC::GetActiveCenter	2	param_2	pointer:/undefined2	Stack[0x8]:4	0xc	0	0	1000	10	0	0	0	11	0	0042D9E4 incoming load: MOV EAX,dword ptr [EBP + 0xc] | 0042D9F4 pointer-like dereference: MOV ECX,dword ptr [EAX + 0x7f4fd3] | 0042DA27 pointer-like dereference: MOV CX,word ptr [EAX + 0x7f4fdb] | 0042DA2E pointer-like dereference: MOV DL,byte ptr [EAX + 0x7f4fd7] | 0042DAA1 incoming load: MOV EAX,dword ptr [EBP + 0xc] | 0042DAAC pointer-like dereference: MOV word ptr [EAX],CX | 0042DB83 incoming load: MOV ESI,dword ptr [EBP + 0xc] | 0042DB90 pointer-like dereference: MOV word ptr [ESI],AX | 0042DBBE incoming load: MOV EAX,dword ptr [EBP + 0xc] | 0042DC51 incoming load: MOV EAX,dword ptr [EBP + 0xc] | 0042DC68 pointer-like dereference: MOV ECX,dword ptr [EAX + 0x7f4f83] | 0042DCB8 incoming load: MOV EAX,dword ptr [EBP + 0xc] | 0042DCBF pointer-like dereference: MOV word ptr [EAX],0xffff | 0042DD1D incoming load: MOV EAX,dword ptr [EBP + 0xc] | 0042DD28 pointer-like dereference: MOV word ptr [EAX],CX | 0042DDFB incoming load: MOV ESI,dword ptr [EBP + 0xc]
0042D980	STAllPlayersC::GetActiveCenter	3	param_3	pointer:/undefined2	Stack[0xc]:4	0xc	0	0	1000	10	0	0	0	11	0	0042D9E4 incoming load: MOV EAX,dword ptr [EBP + 0xc] | 0042D9F4 pointer-like dereference: MOV ECX,dword ptr [EAX + 0x7f4fd3] | 0042DA27 pointer-like dereference: MOV CX,word ptr [EAX + 0x7f4fdb] | 0042DA2E pointer-like dereference: MOV DL,byte ptr [EAX + 0x7f4fd7] | 0042DAA1 incoming load: MOV EAX,dword ptr [EBP + 0xc] | 0042DAAC pointer-like dereference: MOV word ptr [EAX],CX | 0042DB83 incoming load: MOV ESI,dword ptr [EBP + 0xc] | 0042DB90 pointer-like dereference: MOV word ptr [ESI],AX | 0042DBBE incoming load: MOV EAX,dword ptr [EBP + 0xc] | 0042DC51 incoming load: MOV EAX,dword ptr [EBP + 0xc] | 0042DC68 pointer-like dereference: MOV ECX,dword ptr [EAX + 0x7f4f83] | 0042DCB8 incoming load: MOV EAX,dword ptr [EBP + 0xc] | 0042DCBF pointer-like dereference: MOV word ptr [EAX],0xffff | 0042DD1D incoming load: MOV EAX,dword ptr [EBP + 0xc] | 0042DD28 pointer-like dereference: MOV word ptr [EAX],CX | 0042DDFB incoming load: MOV ESI,dword ptr [EBP + 0xc]
0042D980	STAllPlayersC::GetActiveCenter	3	param_3	pointer:/undefined2	Stack[0xc]:4	0x10	0	0	700	7	0	0	0	7	0	0042DAAF incoming load: MOV EAX,dword ptr [EBP + 0x10] | 0042DABF pointer-like dereference: MOV word ptr [EAX],DX | 0042DB93 incoming load: MOV ESI,dword ptr [EBP + 0x10] | 0042DBA5 pointer-like dereference: MOV word ptr [ESI],AX | 0042DCC4 incoming load: MOV EAX,dword ptr [EBP + 0x10] | 0042DCD0 pointer-like dereference: MOV word ptr [EAX],0xffff | 0042DD2B incoming load: MOV EAX,dword ptr [EBP + 0x10] | 0042DD36 pointer-like dereference: MOV word ptr [EAX],DX | 0042DE0B incoming load: MOV ESI,dword ptr [EBP + 0x10] | 0042DE19 pointer-like dereference: MOV word ptr [ESI],AX | 0042DE3E incoming load: MOV EAX,dword ptr [EBP + 0x10] | 0042DE45 pointer-like dereference: MOV word ptr [EAX],0xffff | 0042DE6D incoming load: MOV EAX,dword ptr [EBP + 0x10] | 0042DE74 pointer-like dereference: MOV word ptr [EAX],0xffff
0042DFE0	STAllPlayersC::PrepareToCmd	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
0042DFE0	STAllPlayersC::PrepareToCmd	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x8	0	0	201	2	1	0	0	2	0	0042DFF2 incoming load: MOV EAX,dword ptr [EBP + 0x8] | 0042E007 pointer-like dereference: MOV dword ptr [EAX],0x0 | 0042E024 scalar operation: LEA EAX,[ECX + ECX*0x4] | 0042E14F incoming load: MOV EDI,dword ptr [EBP + 0x8] | 0042E15F pointer-like dereference: MOV dword ptr [EDI],EAX
0043E420	FUN_0043e420	0	param_1	pointer:/undefined4	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
0043E420	FUN_0043e420	0	param_1	pointer:/undefined4	Stack[0x4]:4	0x8	0	0	100	1	0	0	0	0	0	0043E437 incoming load: MOV EAX,dword ptr [EBP + 0x8]
00442B40	STAllPlayersC::_SubMDObject	0	param_1	pointer:/undefined4	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
00442B40	STAllPlayersC::_SubMDObject	0	param_1	pointer:/undefined4	Stack[0x4]:4	0x8	0	0	1200	2	0	0	0	0	1	00442B4A incoming load: MOV EBX,dword ptr [EBP + 0x8] | 00442BE9 incoming load: MOV EBX,dword ptr [EBP + 0x8] | 00442CFF first slot write: MOV dword ptr [EBP + 0x8],EAX
004455C0	STAllPlayersC::CreateBoat	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
004455C0	STAllPlayersC::CreateBoat	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x8	0	0	110	1	0	0	1	16	0	004455FA incoming load: MOV ESI,dword ptr [EBP + 0x8] | 004455FD pointer-like dereference: CMP dword ptr [ESI + 0x4],0x7 | 00445642 pointer-like dereference: MOV EAX,dword ptr [ESI + 0x14] | 0044568E pointer-like dereference: MOV AX,word ptr [ESI + 0x1c] | 004456A0 pointer-like dereference: MOV AX,word ptr [ESI + 0x1e] | 004456B2 pointer-like dereference: MOV AX,word ptr [ESI + 0x20] | 00445704 pointer-like dereference: MOV EAX,dword ptr [ESI + 0x14] | 00445707 pointer-like dereference: MOV dword ptr [ESI],0x14 | 0044570F pointer-like dereference: MOV dword ptr [ESI + 0x8],0x1 | 00445716 pointer-like dereference: MOV dword ptr [ESI + 0xc],0x0 | 0044571D pointer-like dereference: MOV dword ptr [ESI + 0x10],0x0 | 00445726 pointer-like dereference: MOV EAX,dword ptr [ESI + 0x4] | 00445729 pointer-like dereference: MOV dword ptr [ESI + 0x14],EAX | 0044572C pointer-like dereference: MOV CX,word ptr [ESI + 0x24] | 00445730 pointer-like dereference: MOV DL,byte ptr [ESI + 0x4] | 00445746 pointer-like dereference: MOV CL,byte ptr [ESI + 0x4]
004458D0	STAllPlayersC::GetBoatWeaponInfo	1	param_2	pointer:/undefined4	Stack[0x8]:4	0x8	0	0	101	1	1	0	0	0	0	004458D5 incoming load: MOV EDI,dword ptr [EBP + 0x8] | 004458DA scalar operation: LEA EAX,[EDI + -0x1]
004458D0	STAllPlayersC::GetBoatWeaponInfo	1	param_2	pointer:/undefined4	Stack[0x8]:4	0xc	0	0	100	1	0	0	0	1	0	00445920 incoming load: MOV ECX,dword ptr [EBP + 0xc] | 0044592A pointer-like dereference: MOV dword ptr [ECX],EAX
004458D0	STAllPlayersC::GetBoatWeaponInfo	2	param_3	pointer:/undefined4	Stack[0xc]:4	0xc	0	0	100	1	0	0	0	1	0	00445920 incoming load: MOV ECX,dword ptr [EBP + 0xc] | 0044592A pointer-like dereference: MOV dword ptr [ECX],EAX
004458D0	STAllPlayersC::GetBoatWeaponInfo	2	param_3	pointer:/undefined4	Stack[0xc]:4	0x10	0	0	100	1	0	0	0	1	0	0044592C incoming load: MOV EAX,dword ptr [EBP + 0x10] | 00445936 pointer-like dereference: MOV dword ptr [EAX],EDX
004458D0	STAllPlayersC::GetBoatWeaponInfo	3	param_4	pointer:/undefined4	Stack[0x10]:4	0x10	0	0	100	1	0	0	0	1	0	0044592C incoming load: MOV EAX,dword ptr [EBP + 0x10] | 00445936 pointer-like dereference: MOV dword ptr [EAX],EDX
004458D0	STAllPlayersC::GetBoatWeaponInfo	3	param_4	pointer:/undefined4	Stack[0x10]:4	0x14	0	0	100	1	0	0	0	1	0	00445938 incoming load: MOV EDX,dword ptr [EBP + 0x14] | 00445945 pointer-like dereference: MOV dword ptr [EDX],ECX
00449CE0	STAllPlayersC::RegisterArtefact	2	param_2	pointer:/void	Stack[0x8]:4	0x8	0	0	1100	1	0	0	0	0	1	00449D31 incoming load: MOV ESI,dword ptr [EBP + 0x8] | 00449D84 first slot write: MOV dword ptr [EBP + 0x8],ESI
00449CE0	STAllPlayersC::RegisterArtefact	2	param_2	pointer:/void	Stack[0x8]:4	0xc	0	0	200	2	0	0	0	0	0	00449D10 incoming load: MOV EAX,dword ptr [EBP + 0xc] | 00449D9F incoming load: MOV ECX,dword ptr [EBP + 0xc]
00449FD0	STAllPlayersC::RegisterMine	2	param_2	pointer:/void	Stack[0x8]:4	0x8	0	0	1100	1	0	0	0	0	1	0044A021 incoming load: MOV ESI,dword ptr [EBP + 0x8] | 0044A074 first slot write: MOV dword ptr [EBP + 0x8],ESI
00449FD0	STAllPlayersC::RegisterMine	2	param_2	pointer:/void	Stack[0x8]:4	0xc	0	0	200	2	0	0	0	0	0	0044A000 incoming load: MOV EAX,dword ptr [EBP + 0xc] | 0044A08F incoming load: MOV ECX,dword ptr [EBP + 0xc]
0044A2C0	STAllPlayersC::RegisterDeposit	2	param_2	pointer:/void	Stack[0x8]:4	0x8	0	0	1100	1	0	0	0	0	1	0044A311 incoming load: MOV ESI,dword ptr [EBP + 0x8] | 0044A364 first slot write: MOV dword ptr [EBP + 0x8],ESI
0044A2C0	STAllPlayersC::RegisterDeposit	2	param_2	pointer:/void	Stack[0x8]:4	0xc	0	0	200	2	0	0	0	0	0	0044A2F0 incoming load: MOV EAX,dword ptr [EBP + 0xc] | 0044A37F incoming load: MOV ECX,dword ptr [EBP + 0xc]
0044A5B0	STAllPlayersC::RegisterContainer	2	param_2	pointer:/void	Stack[0x8]:4	0x8	0	0	1100	1	0	0	0	0	1	0044A601 incoming load: MOV ESI,dword ptr [EBP + 0x8] | 0044A654 first slot write: MOV dword ptr [EBP + 0x8],ESI
0044A5B0	STAllPlayersC::RegisterContainer	2	param_2	pointer:/void	Stack[0x8]:4	0xc	0	0	200	2	0	0	0	0	0	0044A5E0 incoming load: MOV EAX,dword ptr [EBP + 0xc] | 0044A66F incoming load: MOV ECX,dword ptr [EBP + 0xc]
0044A8A0	STAllPlayersC::RegisterBlot	2	param_2	pointer:/void	Stack[0x8]:4	0x8	0	0	1100	1	0	0	0	0	1	0044A8F1 incoming load: MOV ESI,dword ptr [EBP + 0x8] | 0044A944 first slot write: MOV dword ptr [EBP + 0x8],ESI
0044A8A0	STAllPlayersC::RegisterBlot	2	param_2	pointer:/void	Stack[0x8]:4	0xc	0	0	200	2	0	0	0	0	0	0044A8D0 incoming load: MOV EAX,dword ptr [EBP + 0xc] | 0044A95F incoming load: MOV ECX,dword ptr [EBP + 0xc]
0044E980	STBoatC::GetVisualInfo	3	param_4	pointer:/undefined4	Stack[0x10]:4	0x10	0	0	100	1	0	0	0	0	0	0044E990 incoming load: MOV EBX,dword ptr [EBP + 0x10]
0044E980	STBoatC::GetVisualInfo	3	param_4	pointer:/undefined4	Stack[0x10]:4	0x14	0	0	100	1	0	0	0	2	0	0044E983 incoming load: MOV EAX,dword ptr [EBP + 0x14] | 0044E993 pointer-like dereference: MOV dword ptr [EAX],ECX | 0044E9D4 pointer-like dereference: MOV dword ptr [EAX],0x0
0044E980	STBoatC::GetVisualInfo	5	param_6	pointer:/undefined1	Stack[0x18]:4	0x18	0	0	101	1	1	0	0	1	0	0044E98C incoming load: MOV EDX,dword ptr [EBP + 0x18] | 0044E998 pointer-like dereference: MOV byte ptr [EDX],0x0 | 0044EBFA scalar operation: DEC EDI
0044E980	STBoatC::GetVisualInfo	5	param_6	pointer:/undefined1	Stack[0x18]:4	0x1c	0	0	100	1	0	0	0	1	0	0044E995 incoming load: MOV ECX,dword ptr [EBP + 0x1c] | 0044E99F pointer-like dereference: MOV byte ptr [ECX],0x1d
0045FD30	STBoatC::StopMove	1	param_1	pointer:/void	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
0045FD30	STBoatC::StopMove	1	param_1	pointer:/void	Stack[0x4]:4	0x8	0	0	0	0	0	0	0	0	0	-
0047D080	STBoatC::Annih	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
0047D080	STBoatC::Annih	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x8	0	0	1100	1	0	0	0	0	1	0047D086 incoming load: MOV EAX,dword ptr [EBP + 0x8] | 0047D3A5 first slot write: MOV dword ptr [EBP + 0x8],EAX
0047FAD0	STBoatC::BackDismant	3	param_3	pointer:/void	Stack[0xc]:4	0xc	0	0	0	0	0	0	0	0	0	-
0047FAD0	STBoatC::BackDismant	3	param_3	pointer:/void	Stack[0xc]:4	0x10	0	0	0	0	0	0	0	0	0	-
00486B60	FUN_00486b60	1	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
00486B60	FUN_00486b60	1	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	103	1	3	0	0	29	0	00486B68 incoming load: MOV ESI,dword ptr [EBP + 0x8] | 00486B6E pointer-like dereference: MOV byte ptr [ESI],0x1 | 00486B7D pointer-like dereference: MOV byte ptr [ESI + 0x1],AL | 00486B82 pointer-like dereference: MOV byte ptr [ESI + 0x1],BL | 00486B87 pointer-like dereference: MOV byte ptr [ESI + 0x2],0x1 | 00486B94 pointer-like dereference: MOV byte ptr [ESI + 0x1d],BL | 00486B99 pointer-like dereference: MOV byte ptr [ESI + 0x1d],0x1 | 00486BA4 pointer-like dereference: MOV byte ptr [ESI + 0x1b],AL | 00486BB1 pointer-like dereference: MOV byte ptr [ESI + 0x1c],AL | 00486BBA pointer-like dereference: MOV dword ptr [ESI + 0x3],ECX | 00486BCF pointer-like dereference: MOV byte ptr [ESI + 0x7],AL | 00486BDB pointer-like dereference: MOV dword ptr [ESI + 0x8],EAX | 00486BDE scalar operation: LEA EDX,[ESI + 0xc] | 00486C50 pointer-like dereference: MOV dword ptr [ESI + 0x1e],EAX | 00486C67 pointer-like dereference: MOV byte ptr [ESI + 0x22],BL | 00486C6F pointer-like dereference: MOV byte ptr [ESI + 0x23],AL
00486E20	FUN_00486e20	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
00486E20	FUN_00486e20	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x8	0	0	100	1	0	0	0	9	0	00486E26 incoming load: MOV ESI,dword ptr [EBP + 0x8] | 00486E3D pointer-like dereference: MOV dword ptr [ESI],EAX | 00486E53 pointer-like dereference: MOV byte ptr [ESI + 0x4],AL | 00486E56 pointer-like dereference: MOV byte ptr [ESI + 0x6],0x1 | 00486E63 pointer-like dereference: MOV byte ptr [ESI + 0x7],0x0 | 00486E69 pointer-like dereference: MOV byte ptr [ESI + 0x7],0x1 | 00486E7D pointer-like dereference: MOV byte ptr [ESI + 0x8],0x1 | 00486E83 pointer-like dereference: MOV byte ptr [ESI + 0x8],0x0 | 00486E99 pointer-like dereference: MOV AL,byte ptr [ESI + 0x4] | 00486ED3 pointer-like dereference: MOV byte ptr [ESI + 0x5],0x3
00488D10	FUN_00488d10	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
00488D10	FUN_00488d10	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x8	0	0	101	1	1	0	0	37	0	00488D13 incoming load: MOV EAX,dword ptr [EBP + 0x8] | 00488D1C pointer-like dereference: MOV dword ptr [ESI],EDX | 00488D1E pointer-like dereference: MOV dword ptr [ESI + 0x4],EDX | 00488D21 pointer-like dereference: MOV dword ptr [ESI + 0x8],EDX | 00488D24 pointer-like dereference: MOV dword ptr [ESI + 0xc],EDX | 00488D27 pointer-like dereference: MOV word ptr [ESI + 0x10],DX | 00488D2B pointer-like dereference: MOV byte ptr [ESI + 0x12],DL | 00488D34 pointer-like dereference: MOV dword ptr [EAX],EDX | 00488D36 pointer-like dereference: MOV byte ptr [EAX + 0x4],0x2b | 00488D3A pointer-like dereference: MOV byte ptr [EAX + 0x5],0x2c | 00488D3E pointer-like dereference: MOV byte ptr [EAX + 0x6],0x5 | 00488D42 pointer-like dereference: MOV byte ptr [EAX + 0x7],0x6 | 00488D46 pointer-like dereference: MOV byte ptr [EAX + 0x8],0x4d | 00488D4A pointer-like dereference: MOV byte ptr [EAX + 0x9],0x2d | 00488D5A pointer-like dereference: MOV byte ptr [EAX + 0x10],0x3 | 00488D5E pointer-like dereference: MOV byte ptr [EAX + 0x11],BL
00488EE0	FUN_00488ee0	1	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
00488EE0	FUN_00488ee0	1	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	100	1	0	0	0	5	0	00488EE4 incoming load: MOV ESI,dword ptr [EBP + 0x8] | 00488EEA pointer-like dereference: MOV byte ptr [ESI],0x1 | 00488EED pointer-like dereference: MOV byte ptr [ESI + 0x1],0x1 | 00488EF7 pointer-like dereference: MOV dword ptr [ESI + 0x2],EAX | 00488F0C pointer-like dereference: MOV byte ptr [ESI + 0x6],AL | 00488F12 pointer-like dereference: MOV dword ptr [ESI + 0x7],EDX
0048A670	STBoatC::_SetSpeedFireLife	1	param_1	pointer:/void	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
0048A670	STBoatC::_SetSpeedFireLife	1	param_1	pointer:/void	Stack[0x4]:4	0x8	0	0	0	0	0	0	0	0	0	-
0048DC90	FUN_0048dc90	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
0048DC90	FUN_0048dc90	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x8	0	0	100	1	0	0	0	0	0	0048DC93 incoming load: MOV EAX,dword ptr [EBP + 0x8]
0048DCC0	FUN_0048dcc0	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
