apply	record_id	offset	offset_hex	size	proposed_name	proposed_type	type_confidence	name_confidence	reads	writes	evidence	reason
1	record_a62x8	2034	0x7F2	4		/undefined4	layout	none	7	12	004D7570 FUN_004d7570 @ 004D759F MOV dword ptr [EAX + 0x7f5612],ESI | 004D7570 FUN_004d7570 @ 004D75A5 MOV EDX,dword ptr [EAX + 0x7f5612] | 004D7570 FUN_004d7570 @ 004D75CB MOV dword ptr [EAX + 0x7f5612],EDX | 004D7570 FUN_004d7570 @ 004D7659 MOV EDX,dword ptr [EAX + 0x7f5612] | 004D76E0 FUN_004d76e0 @ 004D7711 MOV dword ptr [EAX + 0x7f5612],ECX | 004D76E0 FUN_004d76e0 @ 004D7717 MOV ESI,dword ptr [EAX + 0x7f5612] | 004D76E0 FUN_004d76e0 @ 004D773D MOV dword ptr [EAX + 0x7f5612],ESI | 004D7C10 FUN_004d7c10 @ 004D7C4D MOV dword ptr [ESI + 0x7f5612],EDI | 004D7C10 FUN_004d7c10 @ 004D7C53 MOV ECX,dword ptr [ESI + 0x7f5612] | 004D7C10 FUN_004d7c10 @ 004D7C75 MOV dword ptr [ESI + 0x7f5612],ECX | 004D7D30 FUN_004d7d30 @ 004D7D6D MOV dword ptr [ESI + 0x7f5612],EDI | 004D7D30 FUN_004d7d30 @ 004D7D73 MOV ECX,dword ptr [ESI + 0x7f5612] | 004D7D30 FUN_004d7d30 @ 004D7D95 MOV dword ptr [ESI + 0x7f5612],ECX | 004D7E50 FUN_004d7e50 @ 004D7E8D MOV dword ptr [ESI + 0x7f5612],EDI | 004D7E50 FUN_004d7e50 @ 004D7E93 MOV ECX,dword ptr [ESI + 0x7f5612] | 004D7E50 FUN_004d7e50 @ 004D7EB5 MOV dword ptr [ESI + 0x7f5612],ECX | 004D7F70 FUN_004d7f70 @ 004D7FAB MOV dword ptr [ESI + 0x7f5612],EDI | 004D7F70 FUN_004d7f70 @ 004D7FB1 MOV EDX,dword ptr [ESI + 0x7f5612] | 004D7F70 FUN_004d7f70 @ 004D7FD3 MOV dword ptr [ESI + 0x7f5612],EDX	stride_relative_memory_access
1	record_a62x8	2038	0x7F6	4		/int	medium	none	0	0	hash-intact generated record field	existing_generated_field_baseline
1	record_a62x8	2042	0x7FA	4		/uint	medium	none	0	0	hash-intact generated record field	existing_generated_field_baseline
1	record_a62x8	2058	0x80A	4		/int	medium	none	0	0	hash-intact generated record field	existing_generated_field_baseline
1	record_a62x8	2062	0x80E	4		/int	medium	none	0	0	hash-intact generated record field	existing_generated_field_baseline
1	record_a62x8	2066	0x812	4		/int	medium	none	0	0	hash-intact generated record field	existing_generated_field_baseline
1	record_a62x8	2070	0x816	4		/int	medium	none	0	0	hash-intact generated record field	existing_generated_field_baseline
1	record_a62x8	2074	0x81A	4		/int	medium	none	0	0	hash-intact generated record field	existing_generated_field_baseline
1	record_a62x8	2078	0x81E	4		/undefined4	layout	none	5	0	004D78E0 FUN_004d78e0 @ 004D792F MOV EBX,dword ptr [ECX] | 004D78E0 FUN_004d78e0 @ 004D798E MOV EAX,dword ptr [ECX + -0x34] | 004D78E0 FUN_004d78e0 @ 004D79AA MOV EAX,dword ptr [ECX + -0x34] | 004D78E0 FUN_004d78e0 @ 004D79C6 MOV EAX,dword ptr [ECX + -0x34] | 004D78E0 FUN_004d78e0 @ 004D79E3 MOV EAX,dword ptr [ECX + -0x34]	stride_relative_memory_access
1	record_a62x8	2082	0x822	4		/undefined4	layout	none	1	0	004D78E0 FUN_004d78e0 @ 004D79FB MOV EDX,dword ptr [ECX + -0x30]	stride_relative_memory_access
1	record_a62x8	2086	0x826	4		/undefined4	layout	none	1	0	004D78E0 FUN_004d78e0 @ 004D7A0D MOV EDX,dword ptr [ECX + -0x2c]	stride_relative_memory_access
1	record_a62x8	2090	0x82A	4		/undefined4	layout	none	1	0	004D78E0 FUN_004d78e0 @ 004D7A1F MOV EDX,dword ptr [ECX + -0x28]	stride_relative_memory_access
1	record_a62x8	2094	0x82E	4		/undefined4	layout	none	1	0	004D78E0 FUN_004d78e0 @ 004D7A31 MOV EDX,dword ptr [ECX + -0x24]	stride_relative_memory_access
1	record_a62x8	2110	0x83E	4		/undefined4	layout	none	2	0	004D78E0 FUN_004d78e0 @ 004D7928 MOV EBX,dword ptr [ECX + 0x20] | 004D78E0 FUN_004d78e0 @ 004D797E MOV EAX,dword ptr [ECX + -0x14]	stride_relative_memory_access
1	record_a62x8	2130	0x852	4		/undefined4	layout	none	2	0	004D78E0 FUN_004d78e0 @ 004D7933 MOV EBX,dword ptr [ECX + 0x34] | 004D78E0 FUN_004d78e0 @ 004D79F9 MOV EAX,dword ptr [ECX]	stride_relative_memory_access
1	record_a62x8	2134	0x856	4		/undefined4	layout	none	3	0	004D78E0 FUN_004d78e0 @ 004D7938 MOV EBX,dword ptr [ECX + 0x38] | 004D78E0 FUN_004d78e0 @ 004D79A3 MOV EAX,dword ptr [ECX + 0x4] | 004D78E0 FUN_004d78e0 @ 004D7A0A MOV EAX,dword ptr [ECX + 0x4]	stride_relative_memory_access
1	record_a62x8	2138	0x85A	4		/undefined4	layout	none	3	0	004D78E0 FUN_004d78e0 @ 004D793E MOV EBX,dword ptr [ECX + 0x3c] | 004D78E0 FUN_004d78e0 @ 004D79BF MOV EAX,dword ptr [ECX + 0x8] | 004D78E0 FUN_004d78e0 @ 004D7A1C MOV EAX,dword ptr [ECX + 0x8]	stride_relative_memory_access
1	record_a62x8	2142	0x85E	4		/undefined4	layout	none	3	0	004D78E0 FUN_004d78e0 @ 004D7944 MOV EBX,dword ptr [ECX + 0x40] | 004D78E0 FUN_004d78e0 @ 004D79DC MOV EAX,dword ptr [ECX + 0xc] | 004D78E0 FUN_004d78e0 @ 004D7A2E MOV EAX,dword ptr [ECX + 0xc]	stride_relative_memory_access
1	record_a62x8	2418	0x972	4		/undefined4	layout	none	10	1	00443F30 STAllPlayersC::SaveAllPlData @ 00444422 MOV ECX,dword ptr [EDX + 0x969] | 00444E70 FUN_00444e70 @ 00445186 MOV dword ptr [EBX + 0x7f5792],EDX | 004B7080 FUN_004b7080 @ 004B709C MOV EDI,dword ptr [ESI*0x2 + 0x7f5792] | 004B7080 FUN_004b7080 @ 004B70B8 MOV EAX,dword ptr [ESI] | 004B70D0 FUN_004b70d0 @ 004B70EC MOV EDI,dword ptr [ESI*0x2 + 0x7f5792] | 004B70D0 FUN_004b70d0 @ 004B7110 MOV EAX,dword ptr [ESI] | 004B7140 FUN_004b7140 @ 004B718B MOV EAX,dword ptr [EDI] | 004B71C0 FUN_004b71c0 @ 004B71D5 MOV EAX,dword ptr [ECX*0x2 + 0x7f5792] | 004D8B70 FUN_004d8b70 @ 004D8C28 MOV EDI,dword ptr [ESI + 0x7f5792] | 004DA390 FUN_004da390 @ 004DA5D1 MOV EDI,dword ptr [ECX + 0x7f5792] | 004DA390 FUN_004da390 @ 004DA7A4 MOV EDI,dword ptr [ECX + 0x7f5792]	stride_relative_memory_access
1	record_a62x8	2422	0x976	4		/undefined4	layout	none	9	1	00443F30 STAllPlayersC::SaveAllPlData @ 00444434 MOV ECX,dword ptr [EDX + 0x96d] | 00444E70 FUN_00444e70 @ 00445192 MOV dword ptr [EBX + 0x7f5796],ECX | 004B71F0 FUN_004b71f0 @ 004B720C MOV EDI,dword ptr [ESI*0x2 + 0x7f5796] | 004B71F0 FUN_004b71f0 @ 004B7228 MOV EAX,dword ptr [ESI] | 004B7240 FUN_004b7240 @ 004B725C MOV EDI,dword ptr [ESI*0x2 + 0x7f5796] | 004B7240 FUN_004b7240 @ 004B7280 MOV EAX,dword ptr [ESI] | 004B72B0 FUN_004b72b0 @ 004B72C5 MOV EAX,dword ptr [ECX*0x2 + 0x7f5796] | 004D8B70 FUN_004d8b70 @ 004D8C2E MOV EDX,dword ptr [ESI + 0x7f5796] | 004DA390 FUN_004da390 @ 004DA5D7 MOV EDX,dword ptr [ECX + 0x7f5796] | 004DA390 FUN_004da390 @ 004DA7AA MOV EDX,dword ptr [ECX + 0x7f5796]	stride_relative_memory_access
1	record_a62x8	2426	0x97A	4		/undefined4	layout	none	6	1	004B6E30 FUN_004b6e30 @ 004B6E97 MOV EAX,dword ptr [EBX + EDX*0x1 + 0x7f579a] | 004B6E30 FUN_004b6e30 @ 004B6EB7 MOV EDX,dword ptr [ESI + EAX*0x1 + 0x7f579a] | 004B6E30 FUN_004b6e30 @ 004B6ECA MOV dword ptr [ESI + EAX*0x1 + 0x7f579a],EDX | 004B6E30 FUN_004b6e30 @ 004B6F04 MOV EDI,dword ptr [ESI] | 004B7750 FUN_004b7750 @ 004B785E MOV ECX,dword ptr [ESI + EAX*0x4 + 0x7f579a] | 004B7750 FUN_004b7750 @ 004B7865 MOV EAX,dword ptr [ESI + EDX*0x4 + 0x7f579a] | 004BEA70 TLOBaseTy::FUN_004bea70 @ 004C0829 MOV DL,byte ptr [ECX*0x2 + 0x7f579a]	stride_relative_memory_access
1	record_a62x8	2430	0x97E	4		/undefined4	layout	none	4	1	004B6E30 FUN_004b6e30 @ 004B6E97 MOV EAX,dword ptr [EBX + EDX*0x1 + 0x7f579a] | 004B6E30 FUN_004b6e30 @ 004B6EB7 MOV EDX,dword ptr [ESI + EAX*0x1 + 0x7f579a] | 004B6E30 FUN_004b6e30 @ 004B6ECA MOV dword ptr [ESI + EAX*0x1 + 0x7f579a],EDX | 004B6E30 FUN_004b6e30 @ 004B6F04 MOV EDI,dword ptr [ESI] | 004BEA70 TLOBaseTy::FUN_004bea70 @ 004C0844 MOV DL,byte ptr [ECX*0x2 + 0x7f579e]	stride_relative_memory_access
1	record_a62x8	2434	0x982	4		/undefined4	layout	none	2	0	004B6E30 FUN_004b6e30 @ 004B6E97 MOV EAX,dword ptr [EBX + EDX*0x1 + 0x7f579a] | 004BEA70 TLOBaseTy::FUN_004bea70 @ 004C085F MOV DL,byte ptr [ECX*0x2 + 0x7f57a2]	stride_relative_memory_access
1	record_a62x8	2438	0x986	4		/undefined4	layout	none	2	0	004B6E30 FUN_004b6e30 @ 004B6E97 MOV EAX,dword ptr [EBX + EDX*0x1 + 0x7f579a] | 004BEA70 TLOBaseTy::FUN_004bea70 @ 004C087A MOV DL,byte ptr [ECX*0x2 + 0x7f57a6]	stride_relative_memory_access
1	record_a62x8	2442	0x98A	4		/undefined4	layout	none	2	0	004B6E30 FUN_004b6e30 @ 004B6E97 MOV EAX,dword ptr [EBX + EDX*0x1 + 0x7f579a] | 004BEA70 TLOBaseTy::FUN_004bea70 @ 004C0895 MOV DL,byte ptr [ECX*0x2 + 0x7f57aa]	stride_relative_memory_access
1	record_a62x8	2446	0x98E	4		/undefined4	layout	none	3	2	004B6E30 FUN_004b6e30 @ 004B6E97 MOV EAX,dword ptr [EBX + EDX*0x1 + 0x7f579a] | 004B6E30 FUN_004b6e30 @ 004B6EBE MOV EDI,dword ptr [EBX + EAX*0x1 + 0x7f579a] | 004B6E30 FUN_004b6e30 @ 004B6EEA MOV dword ptr [EBX + EDX*0x2 + 0x7f579a],0x0 | 004B6E30 FUN_004b6e30 @ 004B6F1C MOV dword ptr [EBX + EDX*0x1 + 0x7f579a],EAX | 004BEA70 TLOBaseTy::FUN_004bea70 @ 004C08B0 MOV DL,byte ptr [ECX*0x2 + 0x7f57ae]	stride_relative_memory_access
1	record_a62x8	2450	0x992	4		pointer:/SubmarineTitans/Recovered/DArrayTy	medium	none	0	0	hash-intact generated record field	existing_generated_field_baseline
1	record_a62x8	2454	0x996	4		/undefined4	layout	none	5	3	00443F30 STAllPlayersC::SaveAllPlData @ 0044444D MOV ECX,dword ptr [EDX + 0x98d] | 00444E70 FUN_00444e70 @ 004451B1 MOV dword ptr [EBX + 0x7f57b6],EDX | 004D86A0 FUN_004d86a0 @ 004D86F5 MOV dword ptr [EAX + 0x7f57b6],ESI | 004E41C0 FUN_004e41c0 @ 004E41D4 MOV EAX,dword ptr [ECX*0x2 + 0x7f57b6] | 004E41F0 FUN_004e41f0 @ 004E4207 MOV dword ptr [ECX*0x2 + 0x7f57b6],EAX | 004E4230 FUN_004e4230 @ 004E424E MOV ECX,dword ptr [ECX*0x2 + 0x7f57b6] | 004E4330 FUN_004e4330 @ 004E434E MOV ECX,dword ptr [ECX*0x2 + 0x7f57b6] | 004E4330 FUN_004e4330 @ 004E4361 MOV EAX,dword ptr [EAX]	stride_relative_memory_access
1	record_a62x8	2458	0x99A	4		/undefined4	layout	none	4	1	00443F30 STAllPlayersC::SaveAllPlData @ 0044445F MOV ECX,dword ptr [EDX + 0x991] | 00444E70 FUN_00444e70 @ 004451BD MOV dword ptr [EBX + 0x7f57ba],ECX | 004E4090 FUN_004e4090 @ 004E40A4 MOV EAX,dword ptr [ECX*0x2 + 0x7f57ba] | 004E40C0 FUN_004e40c0 @ 004E40DB MOV ECX,dword ptr [ECX*0x2 + 0x7f57ba] | 004E4100 FUN_004e4100 @ 004E411B MOV ECX,dword ptr [ECX*0x2 + 0x7f57ba]	stride_relative_memory_access
