apply	function_address	expected_function	expected_signature	expected_return_type	expected_return_source	expected_noreturn	proposed_return_type	proposed_noreturn	semantic_id	confidence	roundtrip_call_sites	expected_call_overrides	roundtrip_return_ordinals	evidence
0	00650F50	FUN_00650f50	undefined4 __cdecl FUN_00650f50(RecoveredRecord_00650F50_B7B27450 * param_1)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 1, 0]
0	006515B0	FUN_006515b0	undefined4 __cdecl FUN_006515b0(RecoveredRecord_AiEventClassTy_006515B0 * param_1)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
0	00651770	FUN_00651770	undefined4 __cdecl FUN_00651770(RecoveredRecordView_00651770_AFECD81B * param_1)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 1, 0]
0	00652700	FUN_00652700	undefined4 __cdecl FUN_00652700(RecoveredRecord_AiEventClassTy_00652700 * param_1)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 0, 0, 0, 0, 1]
0	0065EF70	FUN_0065ef70	undefined4 __fastcall FUN_0065ef70(AnonShape_0065EF70_E78A8204 * param_1)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [1, 0]
0	0065F5C0	AiFltClassTy::sub_0065F5C0	undefined4 __thiscall sub_0065F5C0(short * param_1)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 1]
0	00682DF0	FUN_00682df0	void __stdcall FUN_00682df0(void)	/void	ANALYSIS	false	/void	false	void_eax_read_review	review				void remains unchanged: one or more callsites retain/read EAX, but that alone does not prove the callee returned it; machine CFG audit: used=0, ignored=3, unknown=1
0	00697AF0	FUN_00697af0	undefined4 __thiscall FUN_00697af0(AnonShape_00697AF0_A94F4D28 * param_1, int * param_2, int * param_3, int * param_4, int * param_5)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [1, 0]
0	006A0150	CGenerate::sub_006A0150	undefined4 __thiscall sub_006A0150(void)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 1]
0	006A21F0	FUN_006a21f0	undefined4 __cdecl FUN_006a21f0(int * param_1, uint param_2, int param_3, int param_4, RecoveredRecord_006A21F0_E7E9FC50 * param_5, undefined * param_6, undefined4 param_7)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 0, 0, 1]
0	006A24E0	FUN_006a24e0	int __cdecl FUN_006a24e0(ushort * param_1, int param_2, ushort * param_3, int param_4, int param_5)	/int	ANALYSIS	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 1, 1, 0, 0]
0	006B5F80	FUN_006b5f80	void __stdcall FUN_006b5f80(int * param_1, int param_2, int param_3, int param_4, int param_5)	/void	ANALYSIS	false	/void	false	void_eax_read_review	review				void remains unchanged: one or more callsites retain/read EAX, but that alone does not prove the callee returned it; machine CFG audit: used=0, ignored=97, unknown=1
0	006BC440	FUN_006bc440	undefined4 __stdcall FUN_006bc440(AnonShape_006BC440_9548EA86 * param_1, int param_2, int param_3, int param_4, int param_5, int param_6)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 1]
0	00719560	FUN_00719560	undefined4 __cdecl FUN_00719560(DWORD_PTR dwParam2)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [1, 1, 0]
0	00719960	FUN_00719960	undefined4 __cdecl FUN_00719960(MCIDEVICEID * param_1)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [1, 1, 1, 0]
0	0075BE40	FUN_0075be40	undefined4 __stdcall FUN_0075be40(RecoveredRecordView_0075BE40_98313CE4 * param_1)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 1]
0	0075C3B0	FUN_0075c3b0	undefined4 __stdcall FUN_0075c3b0(RecoveredRecordView_0075BE40_98313CE4 * param_1)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 1]
