source_target	destination_target	site
00418030|local|Stack[-0xc]:4	00415B30|parameter|Stack[0x18]:2	00418030 C call -> sub_00415B30
00418030|local|Stack[-0x14]:4	00415B30|parameter|Stack[0x1c]:1	00418030 C call -> sub_00415B30
004189D0|parameter|ECX:4 (auto)	00417830|parameter|ECX:4	004189D0 C call -> FUN_00417830
004189D0|parameter|ECX:4 (auto)	00416400|parameter|ECX:4	004189D0 C call -> FUN_00416400
004189D0|parameter|ECX:4 (auto)	00416840|parameter|ECX:4 (auto)	004189D0 C call -> FUN_00416840
004189D0|parameter|ECX:4 (auto)	004167A0|parameter|ECX:4 (auto)	004189D0 C call -> sub_004167A0
004189D0|parameter|ECX:4 (auto)	0041C5A0|parameter|ECX:4 (auto)	004189D0 C call -> sub_0041C5A0
004189D0|parameter|ECX:4 (auto)	00495FF0|parameter|Stack[0x14]:4	004189D0 C call -> FUN_00495ff0
004189D0|local|Stack[-0x10]:4	00495EC0|parameter|Stack[0x4]:2	004189D0 C call -> DumpClassC::WritePtr
004189D0|local|Stack[-0xc]:4	00495EC0|parameter|Stack[0x8]:2	004189D0 C call -> DumpClassC::WritePtr
004189D0|local|Stack[-0x8]:4	00495EC0|parameter|Stack[0xc]:2	004189D0 C call -> DumpClassC::WritePtr
004189D0|parameter|ECX:4 (auto)	00495EC0|parameter|Stack[0x14]:4	004189D0 C call -> DumpClassC::WritePtr
004189D0|parameter|ECX:4 (auto)	0041C3F0|parameter|ECX:4 (auto)	004189D0 C call -> TLOEmbryoTy::sub_0041C3F0
004189D0|parameter|ECX:4 (auto)	004168B0|parameter|ECX:4	004189D0 C call -> FUN_004168b0
004189D0|parameter|ECX:4 (auto)	00416840|parameter|ECX:4 (auto)	004189D0 C call -> FUN_00416840
004189D0|local|Stack[-0x10]:4	00418D20|parameter|Stack[0x10]:2	004189D0 C call -> FUN_00418d20
004189D0|local|Stack[-0xc]:4	00418D20|parameter|Stack[0x14]:2	004189D0 C call -> FUN_00418d20
004189D0|local|Stack[-0x8]:4	00418D20|parameter|Stack[0x18]:2	004189D0 C call -> FUN_00418d20
004189D0|parameter|ECX:4 (auto)	004167A0|parameter|ECX:4 (auto)	004189D0 C call -> sub_004167A0
004189D0|parameter|ECX:4 (auto)	00418030|parameter|ECX:4 (auto)	004189D0 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_004167A0::FUN_00418030
004189D0|local|Stack[-0x10]:4	00418030|parameter|Stack[0x4]:2	004189D0 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_004167A0::FUN_00418030
004189D0|local|Stack[-0xc]:4	00418030|parameter|Stack[0x8]:2	004189D0 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_004167A0::FUN_00418030
004189D0|local|Stack[-0x8]:4	00418030|parameter|Stack[0xc]:2	004189D0 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_004167A0::FUN_00418030
004189D0|parameter|ECX:4 (auto)	00417740|parameter|ECX:4 (auto)	004189D0 C call -> FUN_00417740
004189D0|parameter|ECX:4 (auto)	004168B0|parameter|ECX:4	004189D0 C call -> FUN_004168b0
004189D0|parameter|ECX:4 (auto)	004167A0|parameter|ECX:4 (auto)	004189D0 C call -> sub_004167A0
00419A90|parameter|ECX:4	004167A0|parameter|ECX:4 (auto)	00419A90 C call -> sub_004167A0
00419A90|parameter|ECX:4	004162B0|parameter|ECX:4 (auto)	00419A90 C call -> STFishC::sub_004162B0
00419A90|parameter|ECX:4	00416330|parameter|ECX:4	00419A90 C call -> FUN_00416330
00419A90|parameter|ECX:4	00416350|parameter|ECX:4	00419A90 C call -> FUN_00416350
00419A90|parameter|ECX:4	004167A0|parameter|ECX:4 (auto)	00419A90 C call -> sub_004167A0
00419A90|parameter|ECX:4	00416400|parameter|ECX:4	00419A90 C call -> FUN_00416400
00419A90|parameter|ECX:4	004168B0|parameter|ECX:4	00419A90 C call -> FUN_004168b0
00419C70|parameter|ECX:4	0042E210|parameter|Stack[0x10]:4	00419C70 C call -> STAllPlayersC::RegisterObject
00419C70|parameter|Stack[0x4]:4	0042E210|parameter|Stack[0x14]:4	00419C70 C call -> STAllPlayersC::RegisterObject
00419CF0|parameter|Stack[0x4]:4	0042E210|parameter|Stack[0xc]:4	00419CF0 C call -> STAllPlayersC::RegisterObject
00419CF0|parameter|ECX:4	0042E210|parameter|Stack[0x10]:4	00419CF0 C call -> STAllPlayersC::RegisterObject
00419D30|parameter|ECX:4 (auto)	0042F2B0|parameter|Stack[0x10]:4	00419D30 C call -> STAllPlayersC::UnRegisterObject
00419D30|parameter|Stack[0x4]:4	0042F2B0|parameter|Stack[0x14]:4	00419D30 C call -> STAllPlayersC::UnRegisterObject
0041AF40|local|Stack[-0x10]:4	006E5FD0|parameter|ECX:4 (auto)	0041AF40 C call -> FUN_006e5fd0
0041AF40|parameter|Stack[0x4]:4	006E5FD0|parameter|Stack[0x4]:4	0041AF40 C call -> FUN_006e5fd0
0041AF40|local|Stack[-0xc]:4	006AE110|parameter|Stack[0x4]:4	0041AF40 C call -> DArrayDestroy
0041AF40|local|Stack[-0xc]:4	006AE110|parameter|Stack[0x4]:4	0041AF40 C call -> DArrayDestroy
0041AF40|local|Stack[-0xc]:4	006AFE40|parameter|ECX:4	0041AF40 C call -> Library::DKW::TBL::FUN_006afe40
0041C380|parameter|Stack[0x4]:1	00568DD0|parameter|Stack[0x4]:1	0041C380 C call -> SoundClassTy::PlaySound
0041C380|parameter|Stack[0x8]:4	00568DD0|parameter|Stack[0xc]:4	0041C380 C call -> SoundClassTy::PlaySound
0041C3F0|parameter|Stack[0x4]:4	00558DC0|parameter|Stack[0x14]:4	0041C3F0 C call -> VisibleClassTy::sub_00558DC0
0041C6E0|parameter|ECX:4 (auto)	0041C5A0|parameter|ECX:4 (auto)	0041C6E0 C call -> sub_0041C5A0
0041C6E0|parameter|ECX:4 (auto)	0041C3F0|parameter|ECX:4 (auto)	0041C6E0 C call -> TLOEmbryoTy::sub_0041C3F0
0041C6E0|parameter|Stack[0x4]:4	0041C3F0|parameter|Stack[0x4]:4	0041C6E0 C call -> TLOEmbryoTy::sub_0041C3F0
0041CE40|parameter|Stack[0x4]:4	005594A0|parameter|Stack[0x14]:4	0041CE40 C call -> VisibleClassTy::sub_005594A0
0041CFF0|parameter|Stack[0x4]:4	005597A0|parameter|Stack[0x14]:4	0041CFF0 C call -> VisibleClassTy::SetZoneDes
0041D1A0|parameter|Stack[0x4]:4	00559B30|parameter|Stack[0x14]:4	0041D1A0 C call -> VisibleClassTy::SetZoneAst
0041D3E0|parameter|Stack[0x4]:4	00559EC0|parameter|Stack[0x14]:4	0041D3E0 C call -> VisibleClassTy::SetZoneTsh
0041DD00|parameter|ECX:4 (auto)	00420340|parameter|ECX:4 (auto)	0041DD00 C call -> STSprGameObjC::LoadActFrame
0041E530|local|Stack[-0x10]:4	0041AF40|parameter|ECX:4 (auto)	0041E530 C call -> STGameObjC::GetMessage
0041E530|parameter|Stack[0x4]:4	0041AF40|parameter|Stack[0x4]:4	0041E530 C call -> STGameObjC::GetMessage
0041F3B0|parameter|ECX:4	00420AE0|parameter|ECX:4 (auto)	0041F3B0 C call -> STSprGameObjC::LoadLifeFrame
0041F630|local|Stack[-0xc]:4	006E6630|parameter|Stack[0x8]:1	0041F630 C call -> Library::Ourlib::ST3DSMAP::FUN_006e6630
0041F630|local|Stack[-0x8]:4	006E6630|parameter|Stack[0xc]:1	0041F630 C call -> Library::Ourlib::ST3DSMAP::FUN_006e6630
0041F9B0|parameter|Stack[0x4]:2	006ACF0D|parameter|Stack[0x4]:4	0041F9B0 C call -> FUN_006acf0d
0041F9B0|parameter|Stack[0x8]:2	006ACF0D|parameter|Stack[0x8]:4	0041F9B0 C call -> FUN_006acf0d
0041F9B0|parameter|Stack[0xc]:2	006ACF0D|parameter|Stack[0xc]:4	0041F9B0 C call -> FUN_006acf0d
0041F9B0|parameter|Stack[0x10]:2	006ACF0D|parameter|Stack[0x10]:4	0041F9B0 C call -> FUN_006acf0d
0041F9B0|parameter|Stack[0x14]:2	006ACF0D|parameter|Stack[0x14]:4	0041F9B0 C call -> FUN_006acf0d
0041F9B0|parameter|Stack[0x18]:2	006ACF0D|parameter|Stack[0x18]:4	0041F9B0 C call -> FUN_006acf0d
0041F9B0|parameter|Stack[0x1c]:4	00430750|parameter|Stack[0x4]:4	0041F9B0 C call -> FUN_00430750
0041F9B0|local|Stack[-0x18]:4	006ACF0D|parameter|Stack[0x4]:4	0041F9B0 C call -> FUN_006acf0d
0041F9B0|local|Stack[-0x14]:4	006ACF0D|parameter|Stack[0x8]:4	0041F9B0 C call -> FUN_006acf0d
0041F9B0|local|Stack[-0x10]:4	006ACF0D|parameter|Stack[0xc]:4	0041F9B0 C call -> FUN_006acf0d
00420340|local|Stack[-0x24]:1	004AB880|parameter|Stack[0xc]:4	00420340 C call -> STT3DSprC::LoadSequence
00420340|local|Stack[-0x24]:1	004AB880|parameter|Stack[0xc]:4	00420340 C call -> STT3DSprC::LoadSequence
00420AE0|local|Stack[-0x24]:1	004AB880|parameter|Stack[0xc]:4	00420AE0 C call -> STT3DSprC::LoadSequence
00420AE0|local|Stack[-0x38]:1	004AB880|parameter|Stack[0xc]:4	00420AE0 C call -> STT3DSprC::LoadSequence
00422E20|parameter|ECX:4 (auto)	0041C5A0|parameter|ECX:4 (auto)	00422E20 C call -> sub_0041C5A0
00422FF0|parameter|ECX:4 (auto)	0041C3F0|parameter|ECX:4 (auto)	00422FF0 C call -> TLOEmbryoTy::sub_0041C3F0
004232A0|parameter|ECX:4 (auto)	006E60E0|parameter|ECX:4 (auto)	004232A0 C call -> sub_006E60E0
004233E0|local|Stack[-0xc]:4	006AE140|parameter|Stack[0x4]:4	004233E0 C call -> Library::DKW::TBL::DArrayPut
00423520|local|Stack[-0xc]:4	006ACC70|parameter|Stack[0x4]:4	00423520 C call -> DArrayGetElement
00423660|local|Stack[-0x8]:4	006ACC70|parameter|Stack[0x4]:4	00423660 C call -> DArrayGetElement
00423660|local|Stack[-0xc]:4	006AE1C0|parameter|Stack[0x4]:4	00423660 C call -> Library::DKW::TBL::DArrayAppend
00423660|local|Stack[-0x8]:4	006AE1C0|parameter|Stack[0x8]:4	00423660 C call -> Library::DKW::TBL::DArrayAppend
00423850|parameter|Stack[0x4]:4	0042B620|parameter|Stack[0x8]:2	00423850 C call -> STAllPlayersC::GetObjPtr
00423B50|parameter|Stack[0x4]:4	006ACC70|parameter|ECX:4	00423B50 C call -> DArrayGetElement
00423B50|local|Stack[-0x8]:4	00423850|parameter|Stack[0x4]:4	00423B50 C call -> STGroupC::AddObj
00423B50|parameter|Stack[0x8]:4	00423850|parameter|Stack[0x8]:4	00423B50 C call -> STGroupC::AddObj
00423C70|local|Stack[-0x8]:4	0042B620|parameter|Stack[0x8]:2	00423C70 C call -> STAllPlayersC::GetObjPtr
00423D80|parameter|Stack[0x4]:4	006ACC70|parameter|ECX:4	00423D80 C call -> DArrayGetElement
00423E00|parameter|ECX:4	004233E0|parameter|ECX:4 (auto)	00423E00 C call -> STGroupC::GetGroupContent
00423E00|parameter|ECX:4	00423D80|parameter|ECX:4 (auto)	00423E00 C call -> FUN_00423d80
00423E70|parameter|Stack[0x4]:2	0042B620|parameter|Stack[0x8]:2	00423E70 C call -> STAllPlayersC::GetObjPtr
00423EC0|local|Stack[-0x8]:4	006E5FD0|parameter|ECX:4 (auto)	00423EC0 C call -> FUN_006e5fd0
00423EC0|parameter|Stack[0x4]:4	006E5FD0|parameter|Stack[0x4]:4	00423EC0 C call -> FUN_006e5fd0
00424530|parameter|Stack[0x4]:4	0042B620|parameter|Stack[0x8]:2	00424530 C call -> STAllPlayersC::GetObjPtr
00424620|parameter|Stack[0x4]:4	0042B620|parameter|Stack[0x8]:2	00424620 C call -> STAllPlayersC::GetObjPtr
004247B0|parameter|Stack[0x4]:4	0042B620|parameter|Stack[0x8]:2	004247B0 C call -> STAllPlayersC::GetObjPtr
004248A0|parameter|Stack[0x4]:4	0044CC90|parameter|Stack[0xc]:4	004248A0 C call -> FUN_0044cc90
00424E10|parameter|ECX:4 (auto)	006E25D0|parameter|ECX:4 (auto)	00424E10 C call -> ST3DSMAPContext::sub_006E25D0
00424E10|parameter|ECX:4 (auto)	006E25D0|parameter|ECX:4 (auto)	00424E10 C call -> ST3DSMAPContext::sub_006E25D0
00424E10|parameter|ECX:4 (auto)	006E25D0|parameter|ECX:4 (auto)	00424E10 C call -> ST3DSMAPContext::sub_006E25D0
00424E10|parameter|ECX:4 (auto)	006E25D0|parameter|ECX:4 (auto)	00424E10 C call -> ST3DSMAPContext::sub_006E25D0
00424E10|parameter|ECX:4 (auto)	006E25D0|parameter|ECX:4 (auto)	00424E10 C call -> ST3DSMAPContext::sub_006E25D0
00424E10|parameter|ECX:4 (auto)	006E25D0|parameter|ECX:4 (auto)	00424E10 C call -> ST3DSMAPContext::sub_006E25D0
00424E10|parameter|ECX:4 (auto)	006E25D0|parameter|ECX:4 (auto)	00424E10 C call -> ST3DSMAPContext::sub_006E25D0
00424E10|parameter|ECX:4 (auto)	006E25D0|parameter|ECX:4 (auto)	00424E10 C call -> ST3DSMAPContext::sub_006E25D0
00424E10|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00424E10 C call -> sub_004248D0
00424E10|local|Stack[-0xa0]:4	004248D0|parameter|Stack[0x4]:4	00424E10 C call -> sub_004248D0
00424E10|local|Stack[-0xa8]:4	006ACF50|parameter|Stack[0x4]:4	00424E10 C call -> Library::DKW::LIB::MemRealloc
00424E10|local|Stack[-0xa0]:4	006ACF50|parameter|Stack[0x4]:4	00424E10 C call -> Library::DKW::LIB::MemRealloc
00424E10|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00424E10 C call -> sub_004248D0
00424E10|local|Stack[-0xa0]:4	004248D0|parameter|Stack[0x4]:4	00424E10 C call -> sub_004248D0
00424E10|local|EAX:4	004248D0|parameter|Stack[0x8]:4	00424E10 C call -> sub_004248D0
00424E10|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00424E10 C call -> sub_004248D0
00424E10|local|Stack[-0xa0]:4	004248D0|parameter|Stack[0x4]:4	00424E10 C call -> sub_004248D0
00424E10|local|EAX:4	004248D0|parameter|Stack[0x8]:4	00424E10 C call -> sub_004248D0
00424E10|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00424E10 C call -> sub_004248D0
00424E10|local|Stack[-0xa0]:4	004248D0|parameter|Stack[0x4]:4	00424E10 C call -> sub_004248D0
00424E10|local|EAX:4	004248D0|parameter|Stack[0x8]:4	00424E10 C call -> sub_004248D0
00424E10|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00424E10 C call -> sub_004248D0
00424E10|local|Stack[-0xa0]:4	004248D0|parameter|Stack[0x4]:4	00424E10 C call -> sub_004248D0
00424E10|local|EAX:4	004248D0|parameter|Stack[0x8]:4	00424E10 C call -> sub_004248D0
00424E10|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00424E10 C call -> sub_004248D0
00424E10|local|Stack[-0xa0]:4	004248D0|parameter|Stack[0x4]:4	00424E10 C call -> sub_004248D0
00424E10|local|EAX:4	004248D0|parameter|Stack[0x8]:4	00424E10 C call -> sub_004248D0
00424E10|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00424E10 C call -> sub_004248D0
00424E10|local|Stack[-0xa0]:4	004248D0|parameter|Stack[0x4]:4	00424E10 C call -> sub_004248D0
00424E10|local|EAX:4	004248D0|parameter|Stack[0x8]:4	00424E10 C call -> sub_004248D0
00424E10|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00424E10 C call -> sub_004248D0
00424E10|local|Stack[-0xa0]:4	004248D0|parameter|Stack[0x4]:4	00424E10 C call -> sub_004248D0
00424E10|local|EAX:4	004248D0|parameter|Stack[0x8]:4	00424E10 C call -> sub_004248D0
00424E10|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00424E10 C call -> sub_004248D0
00424E10|local|Stack[-0xa0]:4	004248D0|parameter|Stack[0x4]:4	00424E10 C call -> sub_004248D0
00424E10|local|EAX:4	004248D0|parameter|Stack[0x8]:4	00424E10 C call -> sub_004248D0
00424E10|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00424E10 C call -> sub_004248D0
00424E10|local|Stack[-0xa0]:4	004248D0|parameter|Stack[0x4]:4	00424E10 C call -> sub_004248D0
00424E10|local|EAX:4	004248D0|parameter|Stack[0x8]:4	00424E10 C call -> sub_004248D0
00424E10|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00424E10 C call -> sub_004248D0
00424E10|local|Stack[-0xa0]:4	004248D0|parameter|Stack[0x4]:4	00424E10 C call -> sub_004248D0
00424E10|local|EAX:4	004248D0|parameter|Stack[0x8]:4	00424E10 C call -> sub_004248D0
00424E10|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00424E10 C call -> sub_004248D0
00424E10|local|Stack[-0xa0]:4	004248D0|parameter|Stack[0x4]:4	00424E10 C call -> sub_004248D0
00424E10|local|EAX:4	004248D0|parameter|Stack[0x8]:4	00424E10 C call -> sub_004248D0
00424E10|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00424E10 C call -> sub_004248D0
00424E10|local|Stack[-0xa0]:4	004248D0|parameter|Stack[0x4]:4	00424E10 C call -> sub_004248D0
00424E10|local|EAX:4	004248D0|parameter|Stack[0x8]:4	00424E10 C call -> sub_004248D0
00424E10|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00424E10 C call -> sub_004248D0
00424E10|local|Stack[-0xa0]:4	004248D0|parameter|Stack[0x4]:4	00424E10 C call -> sub_004248D0
00424E10|local|EAX:4	004248D0|parameter|Stack[0x8]:4	00424E10 C call -> sub_004248D0
00424E10|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00424E10 C call -> sub_004248D0
00424E10|local|Stack[-0xa0]:4	004248D0|parameter|Stack[0x4]:4	00424E10 C call -> sub_004248D0
00424E10|local|EAX:4	004248D0|parameter|Stack[0x8]:4	00424E10 C call -> sub_004248D0
00424E10|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00424E10 C call -> sub_004248D0
00424E10|local|Stack[-0xa0]:4	004248D0|parameter|Stack[0x4]:4	00424E10 C call -> sub_004248D0
00424E10|local|EAX:4	004248D0|parameter|Stack[0x8]:4	00424E10 C call -> sub_004248D0
00424E10|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00424E10 C call -> sub_004248D0
00424E10|local|Stack[-0xa0]:4	004248D0|parameter|Stack[0x4]:4	00424E10 C call -> sub_004248D0
00424E10|local|EAX:4	004248D0|parameter|Stack[0x8]:4	00424E10 C call -> sub_004248D0
00424E10|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00424E10 C call -> sub_004248D0
00424E10|local|Stack[-0xa0]:4	004248D0|parameter|Stack[0x4]:4	00424E10 C call -> sub_004248D0
00424E10|local|EAX:4	004248D0|parameter|Stack[0x8]:4	00424E10 C call -> sub_004248D0
00424E10|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00424E10 C call -> sub_004248D0
00424E10|local|Stack[-0xa0]:4	004248D0|parameter|Stack[0x4]:4	00424E10 C call -> sub_004248D0
00424E10|local|EAX:4	004248D0|parameter|Stack[0x8]:4	00424E10 C call -> sub_004248D0
00424E10|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00424E10 C call -> sub_004248D0
00424E10|local|Stack[-0xa0]:4	004248D0|parameter|Stack[0x4]:4	00424E10 C call -> sub_004248D0
00424E10|local|EAX:4	004248D0|parameter|Stack[0x8]:4	00424E10 C call -> sub_004248D0
00424E10|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00424E10 C call -> sub_004248D0
00424E10|local|Stack[-0xa0]:4	004248D0|parameter|Stack[0x4]:4	00424E10 C call -> sub_004248D0
00424E10|local|EAX:4	004248D0|parameter|Stack[0x8]:4	00424E10 C call -> sub_004248D0
00424E10|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00424E10 C call -> sub_004248D0
00424E10|local|Stack[-0xa0]:4	004248D0|parameter|Stack[0x4]:4	00424E10 C call -> sub_004248D0
00424E10|local|EAX:4	004248D0|parameter|Stack[0x8]:4	00424E10 C call -> sub_004248D0
00424E10|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00424E10 C call -> sub_004248D0
00424E10|local|Stack[-0xa0]:4	004248D0|parameter|Stack[0x4]:4	00424E10 C call -> sub_004248D0
00424E10|local|EAX:4	004248D0|parameter|Stack[0x8]:4	00424E10 C call -> sub_004248D0
00424E10|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00424E10 C call -> sub_004248D0
00424E10|local|Stack[-0xa0]:4	004248D0|parameter|Stack[0x4]:4	00424E10 C call -> sub_004248D0
00424E10|local|EAX:4	004248D0|parameter|Stack[0x8]:4	00424E10 C call -> sub_004248D0
00424E10|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00424E10 C call -> sub_004248D0
00424E10|local|Stack[-0xa0]:4	004248D0|parameter|Stack[0x4]:4	00424E10 C call -> sub_004248D0
00424E10|local|EAX:4	004248D0|parameter|Stack[0x8]:4	00424E10 C call -> sub_004248D0
00424E10|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00424E10 C call -> sub_004248D0
00424E10|local|Stack[-0xa0]:4	004248D0|parameter|Stack[0x4]:4	00424E10 C call -> sub_004248D0
00424E10|local|EAX:4	004248D0|parameter|Stack[0x8]:4	00424E10 C call -> sub_004248D0
00424E10|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00424E10 C call -> sub_004248D0
00424E10|local|Stack[-0xa0]:4	004248D0|parameter|Stack[0x4]:4	00424E10 C call -> sub_004248D0
00424E10|local|EAX:4	004248D0|parameter|Stack[0x8]:4	00424E10 C call -> sub_004248D0
00424E10|local|Stack[-0xa8]:4	006A5E90|parameter|Stack[0x4]:4	00424E10 C call -> FUN_006a5e90
00424E10|local|Stack[-0x4c]:4	006A5E40|parameter|Stack[0x4]:4	00424E10 C call -> RaiseInternalException
00424E10|local|Stack[-0xa0]:4	006A5E90|parameter|Stack[0x4]:4	00424E10 C call -> FUN_006a5e90
00427090|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00427090 C call -> sub_004248D0
00427090|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00427090 C call -> sub_004248D0
00427090|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00427090 C call -> sub_004248D0
00427090|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00427090 C call -> sub_004248D0
00427090|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00427090 C call -> sub_004248D0
00427090|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00427090 C call -> sub_004248D0
00427090|parameter|Stack[0xc]:4	004248D0|parameter|Stack[0x8]:4	00427090 C call -> sub_004248D0
00427090|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00427090 C call -> sub_004248D0
00427090|parameter|Stack[0xc]:4	004248D0|parameter|Stack[0x8]:4	00427090 C call -> sub_004248D0
00427090|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00427090 C call -> sub_004248D0
00427090|parameter|Stack[0xc]:4	004248D0|parameter|Stack[0x8]:4	00427090 C call -> sub_004248D0
00427090|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00427090 C call -> sub_004248D0
00427090|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00427090 C call -> sub_004248D0
00427090|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00427090 C call -> sub_004248D0
00427090|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00427090 C call -> sub_004248D0
00427090|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00427090 C call -> sub_004248D0
00427090|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00427090 C call -> sub_004248D0
00427090|parameter|Stack[0xc]:4	004248D0|parameter|Stack[0x8]:4	00427090 C call -> sub_004248D0
00427090|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00427090 C call -> sub_004248D0
00427090|parameter|Stack[0xc]:4	004248D0|parameter|Stack[0x8]:4	00427090 C call -> sub_004248D0
00427090|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00427090 C call -> sub_004248D0
00427090|parameter|Stack[0xc]:4	004248D0|parameter|Stack[0x8]:4	00427090 C call -> sub_004248D0
00427090|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00427090 C call -> sub_004248D0
00427090|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00427090 C call -> sub_004248D0
00427090|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00427090 C call -> sub_004248D0
00427090|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00427090 C call -> sub_004248D0
00427090|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00427090 C call -> sub_004248D0
00427090|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00427090 C call -> sub_004248D0
00427090|parameter|Stack[0xc]:4	004248D0|parameter|Stack[0x8]:4	00427090 C call -> sub_004248D0
00427090|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00427090 C call -> sub_004248D0
00427090|parameter|Stack[0xc]:4	004248D0|parameter|Stack[0x8]:4	00427090 C call -> sub_004248D0
00427090|parameter|ECX:4 (auto)	004248D0|parameter|ECX:4 (auto)	00427090 C call -> sub_004248D0
00427090|parameter|Stack[0xc]:4	004248D0|parameter|Stack[0x8]:4	00427090 C call -> sub_004248D0
00427BB0|parameter|ECX:4 (auto)	00427090|parameter|ECX:4 (auto)	00427BB0 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_004248D0::sub_00427090
00427BB0|local|Stack[-0x8]:4	00427090|parameter|Stack[0x4]:4	00427BB0 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_004248D0::sub_00427090
00427BB0|parameter|Stack[0xc]:4	00427090|parameter|Stack[0xc]:4	00427BB0 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_004248D0::sub_00427090
00427BB0|parameter|ECX:4 (auto)	00427090|parameter|ECX:4 (auto)	00427BB0 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_004248D0::sub_00427090
