source_target	destination_target	site
006773B0|parameter|Stack[0x20]:2	00676D80|parameter|Stack[0x28]:2	006773B0 C call -> _EnumPlObj
006773B0|parameter|Stack[0x24]:2	00676D80|parameter|Stack[0x2c]:2	006773B0 C call -> _EnumPlObj
006773B0|local|Stack[-0x8]:4	006AE110|parameter|Stack[0x4]:4	006773B0 C call -> DArrayDestroy
006774C0|parameter|Stack[0x4]:4	00676D80|parameter|Stack[0x4]:4	006774C0 C call -> _EnumPlObj
006774C0|parameter|Stack[0x8]:4	00676D80|parameter|Stack[0x10]:4	006774C0 C call -> _EnumPlObj
006774C0|parameter|Stack[0xc]:1	00676D80|parameter|Stack[0x14]:1	006774C0 C call -> _EnumPlObj
006774C0|parameter|Stack[0x10]:2	00676D80|parameter|Stack[0x18]:2	006774C0 C call -> _EnumPlObj
006774C0|parameter|Stack[0x14]:2	00676D80|parameter|Stack[0x1c]:2	006774C0 C call -> _EnumPlObj
006774C0|parameter|Stack[0x18]:2	00676D80|parameter|Stack[0x20]:2	006774C0 C call -> _EnumPlObj
006774C0|parameter|Stack[0x1c]:2	00676D80|parameter|Stack[0x24]:2	006774C0 C call -> _EnumPlObj
006774C0|parameter|Stack[0x20]:2	00676D80|parameter|Stack[0x28]:2	006774C0 C call -> _EnumPlObj
006774C0|parameter|Stack[0x24]:2	00676D80|parameter|Stack[0x2c]:2	006774C0 C call -> _EnumPlObj
006774C0|local|Stack[-0x8]:4	006AE110|parameter|Stack[0x4]:4	006774C0 C call -> DArrayDestroy
006775E0|parameter|Stack[0x4]:4	00676D80|parameter|Stack[0x4]:4	006775E0 C call -> _EnumPlObj
006775E0|parameter|Stack[0x8]:4	00676D80|parameter|Stack[0x8]:4	006775E0 C call -> _EnumPlObj
006775E0|parameter|Stack[0xc]:4	00676D80|parameter|Stack[0xc]:4	006775E0 C call -> _EnumPlObj
006775E0|parameter|Stack[0x10]:4	00676D80|parameter|Stack[0x10]:4	006775E0 C call -> _EnumPlObj
006775E0|parameter|Stack[0x14]:1	00676D80|parameter|Stack[0x14]:1	006775E0 C call -> _EnumPlObj
006775E0|parameter|Stack[0x18]:2	00676D80|parameter|Stack[0x18]:2	006775E0 C call -> _EnumPlObj
006775E0|parameter|Stack[0x1c]:2	00676D80|parameter|Stack[0x1c]:2	006775E0 C call -> _EnumPlObj
006775E0|parameter|Stack[0x20]:2	00676D80|parameter|Stack[0x20]:2	006775E0 C call -> _EnumPlObj
006775E0|parameter|Stack[0x24]:2	00676D80|parameter|Stack[0x24]:2	006775E0 C call -> _EnumPlObj
006775E0|parameter|Stack[0x28]:2	00676D80|parameter|Stack[0x28]:2	006775E0 C call -> _EnumPlObj
006775E0|parameter|Stack[0x2c]:2	00676D80|parameter|Stack[0x2c]:2	006775E0 C call -> _EnumPlObj
006775E0|local|Stack[-0x8]:4	006AE110|parameter|Stack[0x4]:4	006775E0 C call -> DArrayDestroy
00677700|parameter|Stack[0x4]:4	004E4410|parameter|Stack[0x4]:4	00677700 C call -> FUN_004e4410
00677700|parameter|Stack[0x4]:4	004E41C0|parameter|Stack[0x4]:4	00677700 C call -> FUN_004e41c0
006777D0|parameter|Stack[0x4]:4	004B1FB0|parameter|Stack[0x4]:4	006777D0 C call -> FUN_004b1fb0
006778C0|parameter|Stack[0x4]:4	004B1FB0|parameter|Stack[0x4]:4	006778C0 C call -> FUN_004b1fb0
006788B0|parameter|ECX:4 (auto)	006E60E0|parameter|ECX:4 (auto)	006788B0 C call -> sub_006E60E0
00678950|parameter|Stack[0x4]:4	006E6000|parameter|Stack[0x4]:4	00678950 C call -> FUN_006e6000
00678950|parameter|Stack[0x8]:4	006E6000|parameter|Stack[0x8]:4	00678950 C call -> FUN_006e6000
00678950|parameter|Stack[0xc]:4	006E6000|parameter|Stack[0xc]:4	00678950 C call -> FUN_006e6000
00678980|local|Stack[-0xc]:4	00678BA0|parameter|ECX:4	00678980 C call -> FUN_00678ba0
00678BE0|local|Stack[-0x8]:4	0067D3B0|parameter|Stack[0x8]:4	00678BE0 C call -> PlrDataPack
00678BE0|local|Stack[-0x10]:4	0067D3B0|parameter|Stack[0xc]:4	00678BE0 C call -> PlrDataPack
00678BE0|parameter|Stack[0x4]:4	0067D3B0|parameter|Stack[0x10]:4	00678BE0 C call -> PlrDataPack
00679120|local|Stack[-0x14]:4	00678E00|parameter|ECX:4 (auto)	00679120 C call -> FUN_00678e00
00679120|parameter|Stack[0x4]:4	00678E00|parameter|Stack[0x4]:4	00679120 C call -> FUN_00678e00
00679120|local|Stack[-0x1c]:4	006756D0|parameter|Stack[0xc]:4	00679120 C call -> FUN_006756d0
00679120|local|Stack[-0x24]:1	0054CC20|parameter|Stack[0x8]:4	00679120 C call -> STPlaySystemC::CreateGameObject
00679300|local|Stack[-0x8]:4	00678E00|parameter|ECX:4 (auto)	00679300 C call -> FUN_00678e00
00679300|parameter|Stack[0x4]:4	00678E00|parameter|Stack[0x4]:4	00679300 C call -> FUN_00678e00
00679300|local|Stack[-0x3c]:4	0068FD00|parameter|Stack[0x4]:4	00679300 C call -> AiTactClassTy::GetAiMess
00679470|local|Stack[-0x3c]:4	0068FD00|parameter|Stack[0x4]:4	00679470 C call -> AiTactClassTy::GetAiMess
00679600|parameter|ECX:4	0067A020|parameter|ECX:4 (auto)	00679600 C call -> AiPlrClassTy::sub_0067A020
00679600|local|Stack[-0x48]:4	0067A020|parameter|Stack[0x4]:4	00679600 C call -> AiPlrClassTy::sub_0067A020
00679600|parameter|ECX:4	0067C110|parameter|ECX:4 (auto)	00679600 C call -> AiPlrClassTy::sub_0067C110
006799B0|parameter|Stack[0x4]:4	005822E0|parameter|Stack[0x4]:1	006799B0 C call -> FUN_005822e0
006799B0|parameter|ECX:4 (auto)	0067A020|parameter|ECX:4 (auto)	006799B0 C call -> AiPlrClassTy::sub_0067A020
006799B0|local|Stack[-0x3c]:4	0067A020|parameter|Stack[0x4]:4	006799B0 C call -> AiPlrClassTy::sub_0067A020
00679C50|parameter|Stack[0x4]:4	0068E300|parameter|Stack[0x4]:4	00679C50 C call -> FUN_0068e300
00679D60|parameter|Stack[0x4]:4	0068E3C0|parameter|Stack[0x4]:4	00679D60 C call -> FUN_0068e3c0
00679E70|parameter|Stack[0x4]:2	0068E290|parameter|Stack[0x4]:2	00679E70 C call -> AiTactClassTy::sub_0068E290
00679F00|parameter|Stack[0x8]:4	0068FD00|parameter|Stack[0x4]:4	00679F00 C call -> AiTactClassTy::GetAiMess
00679F00|parameter|Stack[0x8]:4	0068FC70|parameter|Stack[0x4]:4	00679F00 C call -> FUN_0068fc70
00679F00|parameter|Stack[0xc]:4	0068FC70|parameter|Stack[0x8]:2	00679F00 C call -> FUN_0068fc70
00679F90|parameter|ECX:4 (auto)	00678D90|parameter|ECX:4 (auto)	00679F90 C call -> FUN_00678d90
00679F90|parameter|Stack[0x4]:4	00678D90|parameter|Stack[0x4]:4	00679F90 C call -> FUN_00678d90
00679F90|parameter|Stack[0x8]:4	0068FD00|parameter|Stack[0x4]:4	00679F90 C call -> AiTactClassTy::GetAiMess
00679F90|parameter|Stack[0x8]:4	0068FC70|parameter|Stack[0x4]:4	00679F90 C call -> FUN_0068fc70
00679F90|parameter|Stack[0xc]:4	0068FC70|parameter|Stack[0x8]:2	00679F90 C call -> FUN_0068fc70
00679FE0|parameter|ECX:4 (auto)	00678E00|parameter|ECX:4 (auto)	00679FE0 C call -> FUN_00678e00
00679FE0|parameter|Stack[0x4]:4	00678E00|parameter|Stack[0x4]:4	00679FE0 C call -> FUN_00678e00
00679FE0|parameter|ECX:4 (auto)	00679F00|parameter|ECX:4 (auto)	00679FE0 C call -> FUN_00679f00
00679FE0|parameter|Stack[0x8]:4	00679F00|parameter|Stack[0x8]:4	00679FE0 C call -> FUN_00679f00
00679FE0|parameter|Stack[0xc]:4	00679F00|parameter|Stack[0xc]:4	00679FE0 C call -> FUN_00679f00
0067A020|parameter|Stack[0x4]:4	0068FD00|parameter|Stack[0x4]:4	0067A020 C call -> AiTactClassTy::GetAiMess
0067A020|parameter|Stack[0x4]:4	0068FC70|parameter|Stack[0x4]:4	0067A020 C call -> FUN_0068fc70
0067A020|parameter|Stack[0x8]:4	0068FC70|parameter|Stack[0x8]:2	0067A020 C call -> FUN_0068fc70
0067A140|parameter|ECX:4 (auto)	00678D90|parameter|ECX:4 (auto)	0067A140 C call -> FUN_00678d90
0067A140|parameter|Stack[0x4]:4	00678D90|parameter|Stack[0x4]:4	0067A140 C call -> FUN_00678d90
0067A180|parameter|ECX:4 (auto)	00678E00|parameter|ECX:4 (auto)	0067A180 C call -> FUN_00678e00
0067A180|parameter|Stack[0x4]:4	00678E00|parameter|Stack[0x4]:4	0067A180 C call -> FUN_00678e00
0067A180|parameter|ECX:4 (auto)	0067A0C0|parameter|ECX:4 (auto)	0067A180 C call -> FUN_0067a0c0
0067A180|parameter|Stack[0x8]:4	0067A0C0|parameter|Stack[0x8]:4	0067A180 C call -> FUN_0067a0c0
0067A240|parameter|Stack[0x4]:4	006904D0|parameter|Stack[0x4]:4	0067A240 C call -> FUN_006904d0
0067A240|parameter|Stack[0x8]:4	006904D0|parameter|Stack[0x8]:4	0067A240 C call -> FUN_006904d0
0067A2D0|parameter|ECX:4	00679600|parameter|ECX:4	0067A2D0 C call -> FUN_00679600
0067A390|parameter|ECX:4	00679600|parameter|ECX:4	0067A390 C call -> FUN_00679600
0067A390|parameter|ECX:4	0067A020|parameter|ECX:4 (auto)	0067A390 C call -> AiPlrClassTy::sub_0067A020
0067A390|parameter|ECX:4	0067A020|parameter|ECX:4 (auto)	0067A390 C call -> AiPlrClassTy::sub_0067A020
0067A390|parameter|ECX:4	0067A020|parameter|ECX:4 (auto)	0067A390 C call -> AiPlrClassTy::sub_0067A020
0067B210|parameter|ECX:4 (auto)	0067B260|parameter|ECX:4	0067B210 C call -> FUN_0067b260
0067B3C0|parameter|ECX:4 (auto)	0067B2E0|parameter|ECX:4 (auto)	0067B3C0 C call -> FUN_0067b2e0
0067B3C0|parameter|Stack[0x4]:4	0067B2E0|parameter|Stack[0x4]:4	0067B3C0 C call -> FUN_0067b2e0
0067B3C0|parameter|Stack[0x8]:4	0067B2E0|parameter|Stack[0x8]:4	0067B3C0 C call -> FUN_0067b2e0
0067B520|local|Stack[-0x8]:4	0068FD00|parameter|ECX:4 (auto)	0067B520 C call -> AiTactClassTy::GetAiMess
0067B520|local|Stack[-0x4c]:4	0068FD00|parameter|Stack[0x4]:4	0067B520 C call -> AiTactClassTy::GetAiMess
0067B520|local|Stack[-0x8]:4	004E3800|parameter|ECX:4 (auto)	0067B520 C call -> FUN_004e3800
0067B520|local|Stack[-0x10]:4	006B0C70|parameter|Stack[0x8]:4	0067B520 C call -> DArrayRemoveAt
0067B520|local|Stack[-0xc8]:1	004E7230|parameter|Stack[0xc]:4	0067B520 C call -> FUN_004e7230
0067B520|local|Stack[-0xac]:1	004E7230|parameter|Stack[0x10]:4	0067B520 C call -> FUN_004e7230
0067BA50|parameter|Stack[0x4]:4	00662240|parameter|ECX:4 (auto)	0067BA50 C call -> AiFltClassTy::GetAiMess
0067BA50|local|Stack[-0x48]:4	00662240|parameter|Stack[0x4]:4	0067BA50 C call -> AiFltClassTy::GetAiMess
0067BA50|parameter|Stack[0x8]:4	006AE1C0|parameter|Stack[0x4]:4	0067BA50 C call -> Library::DKW::TBL::DArrayAppend
0067BDA0|parameter|Stack[0x8]:4	004162B0|parameter|ECX:4 (auto)	0067BDA0 C call -> STFishC::sub_004162B0
0067BDA0|local|Stack[-0x8]:4	004162B0|parameter|Stack[0x4]:4	0067BDA0 C call -> STFishC::sub_004162B0
0067BDA0|local|Stack[-0xc]:4	004162B0|parameter|Stack[0x8]:4	0067BDA0 C call -> STFishC::sub_004162B0
0067BDA0|parameter|Stack[0x4]:4	006756D0|parameter|Stack[0x4]:4	0067BDA0 C call -> FUN_006756d0
0067BE20|parameter|Stack[0x4]:4	006B0C70|parameter|Stack[0x4]:4	0067BE20 C call -> DArrayRemoveAt
0067BF60|parameter|Stack[0x8]:4	0067BD00|parameter|Stack[0x8]:4	0067BF60 C call -> FUN_0067bd00
0067BFD0|parameter|Stack[0x8]:4	0067BC80|parameter|Stack[0x4]:4	0067BFD0 C call -> FUN_0067bc80
0067BFD0|parameter|Stack[0x8]:4	0067BC10|parameter|Stack[0x4]:4	0067BFD0 C call -> FUN_0067bc10
0067BFD0|local|Stack[-0xc]:4	0067BF30|parameter|ECX:4 (auto)	0067BFD0 C call -> AiPlrClassTy::sub_0067BF30
0067C110|parameter|ECX:4 (auto)	0067A020|parameter|ECX:4 (auto)	0067C110 C call -> AiPlrClassTy::sub_0067A020
0067C180|local|Stack[-0x38]:1	0067BDA0|parameter|Stack[0x4]:4	0067C180 C call -> FUN_0067bda0
0067C180|local|Stack[-0x28]:4	00675430|parameter|Stack[0x4]:4	0067C180 C call -> FUN_00675430
0067C180|local|Stack[-0x20]:4	0067BE20|parameter|ECX:4	0067C180 C call -> FUN_0067be20
0067C180|local|Stack[-0x38]:1	0067BDA0|parameter|Stack[0x4]:4	0067C180 C call -> FUN_0067bda0
0067C180|local|Stack[-0x28]:4	00675430|parameter|Stack[0x4]:4	0067C180 C call -> FUN_00675430
0067C180|local|Stack[-0xc]:4	0067BFD0|parameter|Stack[0x4]:4	0067C180 C call -> AiPlrClassTy::sub_0067BFD0
0067C180|local|Stack[-0xc]:4	006AE110|parameter|Stack[0x4]:4	0067C180 C call -> DArrayDestroy
0067C7E0|local|Stack[-0x10]:4	00679470|parameter|ECX:4 (auto)	0067C7E0 C call -> AiPlrClassTy::CloseAllTact
0067C7E0|local|Stack[-0x10]:4	00678BE0|parameter|ECX:4 (auto)	0067C7E0 C call -> AiPlrClassTy::PrepareToSave
0067C7E0|parameter|Stack[0x4]:4	00652810|parameter|Stack[0x4]:4	0067C7E0 C call -> AiEventClassTy::GetMessage
0067C7E0|local|Stack[-0x10]:4	00679470|parameter|ECX:4 (auto)	0067C7E0 C call -> AiPlrClassTy::CloseAllTact
0067C7E0|local|Stack[-0x38]:1	006E5810|parameter|Stack[0x4]:4	0067C7E0 C call -> SystemClassTy::PostMessage
0067C7E0|local|Stack[-0x8]:4	006AE110|parameter|Stack[0x4]:4	0067C7E0 C call -> DArrayDestroy
0067C7E0|parameter|Stack[0x4]:4	00652810|parameter|Stack[0x4]:4	0067C7E0 C call -> AiEventClassTy::GetMessage
0067C7E0|parameter|Stack[0x4]:4	00652810|parameter|Stack[0x4]:4	0067C7E0 C call -> AiEventClassTy::GetMessage
0067C7E0|parameter|Stack[0x4]:4	0067A1B0|parameter|Stack[0x4]:4	0067C7E0 C call -> FUN_0067a1b0
0067C7E0|parameter|Stack[0x4]:4	006E5FD0|parameter|Stack[0x4]:4	0067C7E0 C call -> FUN_006e5fd0
0067CF30|parameter|Stack[0x4]:4	0072E340|parameter|Stack[0x8]:4	0067CF30 C call -> Library::MSVCRT::_strncpy
0067CF30|parameter|Stack[0x4]:4	0065C9E0|parameter|Stack[0x4]:4	0067CF30 C call -> FUN_0065c9e0
0067D160|parameter|Stack[0x4]:4	006AB060|parameter|Stack[0x4]:4	0067D160 C call -> FreeAndNull
0067D880|parameter|Stack[0x4]:4	006F2D90|parameter|Stack[0x4]:4	0067D880 C call -> Library::Ourlib::MFAOBJ::mfAObjLoad
0067D880|parameter|Stack[0x8]:4	006F2D90|parameter|Stack[0x8]:4	0067D880 C call -> Library::Ourlib::MFAOBJ::mfAObjLoad
0067D880|local|Stack[-0x8]:4	0067D1D0|parameter|Stack[0x4]:4	0067D880 C call -> FUN_0067d1d0
0067D9C0|parameter|Stack[0xc]:4	0067D3B0|parameter|Stack[0x4]:4	0067D9C0 C call -> PlrDataPack
0067D9C0|local|Stack[-0xc]:4	0067D3B0|parameter|Stack[0x8]:4	0067D9C0 C call -> PlrDataPack
0067D9C0|local|Stack[-0x14]:4	0067D3B0|parameter|Stack[0xc]:4	0067D9C0 C call -> PlrDataPack
0067D9C0|parameter|Stack[0x4]:4	006F3110|parameter|Stack[0x4]:4	0067D9C0 C call -> Library::Ourlib::MFAOBJ::mfAObjSave
0067D9C0|parameter|Stack[0x8]:4	006F3110|parameter|Stack[0x8]:4	0067D9C0 C call -> Library::Ourlib::MFAOBJ::mfAObjSave
0067D9C0|local|Stack[-0x8]:4	006F3110|parameter|Stack[0xc]:4	0067D9C0 C call -> Library::Ourlib::MFAOBJ::mfAObjSave
0067D9C0|local|Stack[-0x10]:4	006F3110|parameter|Stack[0x10]:4	0067D9C0 C call -> Library::Ourlib::MFAOBJ::mfAObjSave
0067D9C0|parameter|Stack[0x10]:1	006F3110|parameter|Stack[0x14]:1	0067D9C0 C call -> Library::Ourlib::MFAOBJ::mfAObjSave
0067DB30|parameter|Stack[0x4]:4	006F17C0|parameter|ECX:4 (auto)	0067DB30 C call -> cMf32::RecDel
0067DB30|parameter|Stack[0x8]:4	006F17C0|parameter|Stack[0x8]:4	0067DB30 C call -> cMf32::RecDel
0067DC20|local|Stack[-0xc]:4	006AE110|parameter|Stack[0x4]:4	0067DC20 C call -> DArrayDestroy
0067DC20|parameter|Stack[0x4]:4	006F12B0|parameter|ECX:4 (auto)	0067DC20 C call -> cMf32::ToBeg
0067DC20|local|Stack[-0x2ec]:1	006F12B0|parameter|Stack[0x8]:4	0067DC20 C call -> cMf32::ToBeg
0067DC20|parameter|Stack[0x4]:4	006F2790|parameter|ECX:4 (auto)	0067DC20 C call -> cMf32::RecNameGetNext
0067DC20|parameter|Stack[0x4]:4	006F2D90|parameter|Stack[0x4]:4	0067DC20 C call -> Library::Ourlib::MFAOBJ::mfAObjLoad
0067DC20|local|Stack[-0xe8]:1	0072E340|parameter|Stack[0x4]:4	0067DC20 C call -> Library::MSVCRT::_strncpy
0067DC20|local|Stack[-0xa8]:1	0072E340|parameter|Stack[0x4]:4	0067DC20 C call -> Library::MSVCRT::_strncpy
0067DC20|local|Stack[-0x9c]:1	0072E340|parameter|Stack[0x4]:4	0067DC20 C call -> Library::MSVCRT::_strncpy
0067DC20|local|Stack[-0x78]:1	0072E340|parameter|Stack[0x4]:4	0067DC20 C call -> Library::MSVCRT::_strncpy
0067DC20|local|Stack[-0xc]:4	006AE1C0|parameter|Stack[0x4]:4	0067DC20 C call -> Library::DKW::TBL::DArrayAppend
0067DC20|local|Stack[-0xe8]:1	006AE1C0|parameter|Stack[0x8]:4	0067DC20 C call -> Library::DKW::TBL::DArrayAppend
0067DC20|parameter|Stack[0x4]:4	006F20E0|parameter|ECX:4 (auto)	0067DC20 C call -> cMf32::RecMemFree
0067DC20|parameter|Stack[0x4]:4	006F2790|parameter|ECX:4 (auto)	0067DC20 C call -> cMf32::RecNameGetNext
0067DEC0|parameter|Stack[0x4]:4	0067DC20|parameter|Stack[0x4]:4	0067DEC0 C call -> _CreateStgListByRoot
0067DEC0|parameter|Stack[0x8]:4	0067DC20|parameter|Stack[0x8]:4	0067DEC0 C call -> _CreateStgListByRoot
0067DEC0|parameter|Stack[0xc]:4	0067DC20|parameter|Stack[0x10]:4	0067DEC0 C call -> _CreateStgListByRoot
0067DEC0|local|Stack[-0x8]:4	006AE110|parameter|Stack[0x4]:4	0067DEC0 C call -> DArrayDestroy
0067DFD0|parameter|Stack[0x4]:4	0067DC20|parameter|Stack[0x4]:4	0067DFD0 C call -> _CreateStgListByRoot
0067DFD0|parameter|Stack[0x8]:4	0067DC20|parameter|Stack[0x8]:4	0067DFD0 C call -> _CreateStgListByRoot
0067DFD0|parameter|Stack[0xc]:4	0067DC20|parameter|Stack[0x10]:4	0067DFD0 C call -> _CreateStgListByRoot
0067DFD0|local|Stack[-0x8]:4	006AE110|parameter|Stack[0x4]:4	0067DFD0 C call -> DArrayDestroy
0067E0E0|parameter|Stack[0x8]:4	006F2C00|parameter|Stack[0xc]:4	0067E0E0 C call -> FUN_006f2c00
0067E0E0|parameter|Stack[0x4]:4	0067DC20|parameter|Stack[0x4]:4	0067E0E0 C call -> _CreateStgListByRoot
0067E0E0|parameter|Stack[0xc]:4	0067DC20|parameter|Stack[0x10]:4	0067E0E0 C call -> _CreateStgListByRoot
0067E0E0|local|Stack[-0x8]:4	006AE110|parameter|Stack[0x4]:4	0067E0E0 C call -> DArrayDestroy
0067E200|parameter|Stack[0x8]:4	006F2C00|parameter|Stack[0xc]:4	0067E200 C call -> FUN_006f2c00
0067E200|parameter|Stack[0x4]:4	0067DC20|parameter|Stack[0x4]:4	0067E200 C call -> _CreateStgListByRoot
0067E200|parameter|Stack[0xc]:4	0067DC20|parameter|Stack[0x10]:4	0067E200 C call -> _CreateStgListByRoot
0067E200|local|Stack[-0x8]:4	006AE110|parameter|Stack[0x4]:4	0067E200 C call -> DArrayDestroy
0067E320|parameter|Stack[0x8]:4	006F2C00|parameter|Stack[0xc]:4	0067E320 C call -> FUN_006f2c00
0067E320|local|Stack[-0x88]:1	006F2C00|parameter|Stack[0x4]:4	0067E320 C call -> FUN_006f2c00
0067E320|parameter|Stack[0x4]:4	006F21C0|parameter|ECX:4 (auto)	0067E320 C call -> cMf32::RecChk
0067E4A0|parameter|Stack[0x4]:4	006F2C00|parameter|Stack[0xc]:4	0067E4A0 C call -> FUN_006f2c00
0067E4A0|parameter|Stack[0x8]:4	006F2C00|parameter|Stack[0xc]:4	0067E4A0 C call -> FUN_006f2c00
0067E580|parameter|Stack[0x4]:4	006F21C0|parameter|ECX:4 (auto)	0067E580 C call -> cMf32::RecChk
0067E6B0|parameter|Stack[0x4]:4	006F21C0|parameter|ECX:4 (auto)	0067E6B0 C call -> cMf32::RecChk
0067E7E0|local|Stack[-0x8]:4	006AE110|parameter|Stack[0x4]:4	0067E7E0 C call -> DArrayDestroy
0067E7E0|local|Stack[-0x10]:4	006AE110|parameter|Stack[0x4]:4	0067E7E0 C call -> DArrayDestroy
0067E7E0|parameter|Stack[0x4]:4	0067DFD0|parameter|Stack[0x4]:4	0067E7E0 C call -> CreateOpponentList
0067E7E0|parameter|Stack[0x4]:4	006F12B0|parameter|ECX:4 (auto)	0067E7E0 C call -> cMf32::ToBeg
0067E7E0|local|Stack[-0x33c]:1	006F12B0|parameter|Stack[0x8]:4	0067E7E0 C call -> cMf32::ToBeg
0067E7E0|parameter|Stack[0x4]:4	006F2790|parameter|ECX:4 (auto)	0067E7E0 C call -> cMf32::RecNameGetNext
0067E7E0|local|Stack[-0x10]:4	006AE110|parameter|Stack[0x4]:4	0067E7E0 C call -> DArrayDestroy
0067E7E0|parameter|Stack[0x4]:4	006F2D90|parameter|Stack[0x4]:4	0067E7E0 C call -> Library::Ourlib::MFAOBJ::mfAObjLoad
0067E7E0|local|Stack[-0x138]:1	0072E340|parameter|Stack[0x4]:4	0067E7E0 C call -> Library::MSVCRT::_strncpy
0067E7E0|local|Stack[-0xec]:1	0072E340|parameter|Stack[0x4]:4	0067E7E0 C call -> Library::MSVCRT::_strncpy
0067E7E0|local|Stack[-0x5c]:1	0072EE80|parameter|Stack[0x8]:4	0067E7E0 C call -> Library::MSVCRT::FUN_0072ee80
0067E7E0|local|Stack[-0xc8]:1	0072E340|parameter|Stack[0x4]:4	0067E7E0 C call -> Library::MSVCRT::_strncpy
0067E7E0|local|Stack[-0x8]:4	006AE1C0|parameter|Stack[0x4]:4	0067E7E0 C call -> Library::DKW::TBL::DArrayAppend
0067E7E0|local|Stack[-0x138]:1	006AE1C0|parameter|Stack[0x8]:4	0067E7E0 C call -> Library::DKW::TBL::DArrayAppend
0067E7E0|parameter|Stack[0x4]:4	006F20E0|parameter|ECX:4 (auto)	0067E7E0 C call -> cMf32::RecMemFree
0067E7E0|parameter|Stack[0x4]:4	006F2790|parameter|ECX:4 (auto)	0067E7E0 C call -> cMf32::RecNameGetNext
0067EEA0|parameter|Stack[0x4]:4	0067ED20|parameter|Stack[0x4]:4	0067EEA0 C call -> FUN_0067ed20
0067EEE0|parameter|Stack[0x4]:4	0067ED20|parameter|Stack[0x4]:4	0067EEE0 C call -> FUN_0067ed20
0067EF20|parameter|Stack[0x4]:4	0067EDB0|parameter|Stack[0x4]:4	0067EF20 C call -> FUN_0067edb0
0067EF60|parameter|Stack[0x4]:4	0067EEA0|parameter|Stack[0x4]:4	0067EF60 C call -> FUN_0067eea0
0067EF60|parameter|Stack[0x4]:4	006B5AA0|parameter|Stack[0x8]:4	0067EF60 C call -> Library::DKW::TBL::FUN_006b5aa0
0067EF60|parameter|Stack[0x4]:4	0067ED20|parameter|Stack[0x4]:4	0067EF60 C call -> FUN_0067ed20
0067F030|parameter|Stack[0x4]:4	0067EF60|parameter|Stack[0x4]:4	0067F030 C call -> FUN_0067ef60
0067F030|local|Stack[-0x8]:4	006B6020|parameter|Stack[0x8]:4	0067F030 C call -> Library::DKW::TBL::FUN_006b6020
0067F030|parameter|Stack[0x8]:4	006B6020|parameter|Stack[0xc]:4	0067F030 C call -> Library::DKW::TBL::FUN_006b6020
0067F030|local|Stack[-0x8]:4	0067EE40|parameter|Stack[0x4]:4	0067F030 C call -> FUN_0067ee40
0067F0F0|parameter|Stack[0x8]:4	0067EE70|parameter|Stack[0x4]:4	0067F0F0 C call -> FUN_0067ee70
0067F0F0|parameter|Stack[0x8]:4	006B6020|parameter|Stack[0x8]:4	0067F0F0 C call -> Library::DKW::TBL::FUN_006b6020
0067F0F0|parameter|Stack[0x4]:4	006B6020|parameter|Stack[0xc]:4	0067F0F0 C call -> Library::DKW::TBL::FUN_006b6020
0067F180|parameter|Stack[0x4]:4	0067F030|parameter|Stack[0x4]:4	0067F180 C call -> FUN_0067f030
0067F180|parameter|Stack[0x8]:4	0067F030|parameter|Stack[0x8]:4	0067F180 C call -> FUN_0067f030
0067F2B0|parameter|Stack[0x4]:4	EXTERNAL:0000001F|parameter|Stack[0x4]:4	0067F2B0 C call -> KERNEL32.DLL::GetFullPathNameA
0067F5B0|parameter|Stack[0x4]:4	0067F4F0|parameter|Stack[0x4]:4	0067F5B0 C call -> FUN_0067f4f0
0067F5E0|parameter|Stack[0x4]:4	006B5AA0|parameter|Stack[0x8]:4	0067F5E0 C call -> Library::DKW::TBL::FUN_006b5aa0
0067F740|parameter|Stack[0x4]:4	0067F5E0|parameter|Stack[0x4]:4	0067F740 C call -> FUN_0067f5e0
0067F920|parameter|Stack[0x4]:4	0067F860|parameter|Stack[0x4]:4	0067F920 C call -> FUN_0067f860
0067F950|parameter|Stack[0x4]:4	006B5AA0|parameter|Stack[0x8]:4	0067F950 C call -> Library::DKW::TBL::FUN_006b5aa0
0067FAB0|parameter|Stack[0x4]:4	0067F950|parameter|Stack[0x4]:4	0067FAB0 C call -> FUN_0067f950
0067FCE0|parameter|Stack[0x4]:4	0067FC10|parameter|Stack[0x4]:4	0067FCE0 C call -> FUN_0067fc10
